# Run started 2023-04-21 11:35:19.648581
# Command: ../../scripts/annotation/count_fasta_length.py Saccharomyces_cerevisiae.R64-1-1_transcriptome_padded_600up_30down_renamed.fasta Saccharomyces_cerevisiae.R64-1-1_transcriptome_padded_600up_30down_renamed.lengths.tsv
# Parameters:
#	in_file: Saccharomyces_cerevisiae.R64-1-1_transcriptome_padded_600up_30down_renamed.fasta
#	out_file: Saccharomyces_cerevisiae.R64-1-1_transcriptome_padded_600up_30down_renamed.lengths.tsv
ORF	Length
YAL004W	1278
YAL003W	1251
YAL002W	4455
YAL001C	4113
YAR002W	2250
YAR002C-A	1290
YAR003W	1911
YAR007C	2496
YAR008W	1458
YAR014C	2760
YAR015W	1551
YAR018C	1938
YAR019C	3555
YAR019W-A	963
YAR020C	798
YAR023C	1170
YAR027W	1338
YAR028W	1335
YAR029W	855
YAR030C	972
YAR031W	1527
YAR033W	1335
YAR035W	2694
YAR035C-A	711
YAR042W	4197
YAR047C	951
YAR050W	5244
YAR053W	927
YAR060C	966
YAR064W	930
YAR066W	1242
YAR068W	1116
YAR069C	924
YAR070C	930
YAR071W	2034
YAR073W	1842
YAR075W	1104
YBL113C	2688
YBL113W-A	1113
YBL112C	948
YBL111C	2634
YBL109W	966
YBL108C-A	759
YBL108W	936
YBL107W-A	735
YBL107C	1221
YBL106C	3663
YBL105C	4086
YBL104C	3747
YBL103C	2091
YBL102W	1278
YBL101C	3984
YBL100W-C	750
YBL100C	945
YBL099W	2268
YBL098W	2013
YBL097W	2895
YBL096C	939
YBL095W	1443
YBL094C	963
YBL093C	1293
YBL092W	1023
YBL091C-A	1158
YBL091C	1896
YBL090W	1164
YBL089W	2010
YBL088C	8994
YBL087C	1044
YBL086C	2031
YBL085W	3573
YBL084C	2907
YBL083C	1056
YBL082C	2007
YBL081W	1737
YBL080C	2256
YBL079W	5139
YBL078C	984
YBL077W	1062
YBL076C	3849
YBL075C	2580
YBL074C	1698
YBL073W	942
YBL072C	1233
YBL071C-B	729
YBL071W-A	879
YBL071C	939
YBL070C	951
YBL069W	1920
YBL068W-A	867
YBL068W	1611
YBL067C	2874
YBL066C	4077
YBL065W	975
YBL064C	1416
YBL063W	3966
YBL062W	1011
YBL061C	2721
YBL060W	2694
YBL059C-A	960
YBL059W	1212
YBL058W	1902
YBL057C	1257
YBL056W	2037
YBL055C	1887
YBL054W	2208
YBL053W	1005
YBL052C	3126
YBL051C	2637
YBL050W	1509
YBL049W	1047
YBL048W	942
YBL047C	4776
YBL046W	1956
YBL045C	2004
YBL044W	999
YBL043W	1404
YBL042C	2550
YBL041W	1356
YBL040C	1290
YBL039W-B	810
YBL039C	2370
YBL039C-A	714
YBL038W	1329
YBL037W	3708
YBL036C	1404
YBL035C	2748
YBL034C	5172
YBL033C	1668
YBL032W	1776
YBL031W	1647
YBL030C	1587
YBL029C-A	915
YBL029W	1761
YBL028C	951
YBL027W	1200
YBL026W	918
YBL025W	1068
YBL024W	2685
YBL023C	3237
YBL022C	4032
YBL021C	1065
YBL020W	2355
YBL019W	2193
YBL018C	1032
YBL017C	5370
YBL016W	1692
YBL015W	2211
YBL014C	3315
YBL013W	1836
YBL012C	1032
YBL011W	2910
YBL010C	1473
YBL009W	2661
YBL008W-A	870
YBL008W	3153
YBL007C	4365
YBL006C	1173
YBL006W-A	780
YBL005W	3561
YBL004W	8112
YBL003C	1029
YBL002W	1026
YBL001C	945
YBR001C	2973
YBR002C	1491
YBR003W	2052
YBR004C	1932
YBR005W	1272
YBR006W	2124
YBR007C	2841
YBR008C	2277
YBR009C	942
YBR010W	1041
YBR011C	1494
YBR012C	1050
YBR013C	1020
YBR014C	1242
YBR015C	2424
YBR016W	1017
YBR017C	3387
YBR018C	1731
YBR019C	2730
YBR020W	2217
YBR021W	2532
YBR022W	1164
YBR023C	4128
YBR024W	1536
YBR025C	1815
YBR026C	1773
YBR027C	963
YBR028C	2208
YBR029C	2004
YBR030W	2289
YBR031W	1719
YBR032W	933
YBR033W	3390
YBR034C	1677
YBR035C	1317
YBR036C	1863
YBR037C	1518
YBR038W	3522
YBR039W	1566
YBR040W	1527
YBR041W	2640
YBR042C	1824
YBR043C	2700
YBR044C	2349
YBR045C	2550
YBR046C	1635
YBR047W	1158
YBR048W	1101
YBR049C	3063
YBR050C	1647
YBR051W	981
YBR052C	1263
YBR053C	1707
YBR054W	1665
YBR055C	3330
YBR056W	2136
YBR056W-A	831
YBR056C-B	789
YBR057C	1731
YBR058C	2976
YBR058C-A	873
YBR059C	3957
YBR060C	2493
YBR061C	1563
YBR062C	1173
YBR063C	1845
YBR064W	1059
YBR065C	1725
YBR066C	1293
YBR067C	1263
YBR068C	2460
YBR069C	2490
YBR070C	1344
YBR071W	1266
YBR072W	1275
YBR072C-A	792
YBR073W	3507
YBR074W	3561
YBR076W	1695
YBR076C-A	897
YBR077C	1119
YBR078W	1920
YBR079C	3525
YBR080C	2907
YBR081C	4629
YBR082C	1077
YBR083W	2091
YBR084W	3558
YBR084C-A	1200
YBR085W	1554
YBR085C-A	888
YBR086C	3471
YBR087W	1695
YBR088C	1407
YBR089W	1230
YBR089C-A	930
YBR090C	999
YBR091C	960
YBR092C	2034
YBR093C	2034
YBR094W	2892
YBR095C	1923
YBR096W	1323
YBR097W	4995
YBR098W	2706
YBR099C	1014
YBR101C	1503
YBR102C	2892
YBR103W	2238
YBR103C-A	774
YBR104W	1620
YBR105C	1719
YBR106W	1197
YBR107C	1368
YBR108W	3474
YBR109C	1074
YBR109W-A	855
YBR110W	1980
YBR111C	1326
YBR111W-A	921
YBR112C	3531
YBR113W	1113
YBR114W	3003
YBR115C	4809
YBR116C	1158
YBR117C	2676
YBR118W	2007
YBR119W	1527
YBR120C	1119
YBR121C	2634
YBR121C-A	789
YBR122C	1164
YBR123C	2580
YBR124W	990
YBR125C	1812
YBR126C	2118
YBR126W-A	837
YBR126W-B	774
YBR127C	2184
YBR128C	1665
YBR129C	1617
YBR130C	1908
YBR131W	2745
YBR131C-A	720
YBR132C	2421
YBR133C	3114
YBR134W	1032
YBR135W	1083
YBR136W	7737
YBR137W	1170
YBR138C	2205
YBR139W	2157
YBR140C	9909
YBR141C	1644
YBR141W-A	726
YBR142W	2952
YBR143C	1944
YBR144C	945
YBR145W	1686
YBR146W	1467
YBR147W	1521
YBR148W	2460
YBR149W	1665
YBR150C	3915
YBR151W	1581
YBR152W	1506
YBR153W	1365
YBR154C	1278
YBR155W	1788
YBR156C	2727
YBR157C	1398
YBR158W	2280
YBR159W	1674
YBR160W	1527
YBR161W	1761
YBR162C	1998
YBR162W-A	828
YBR163W	2388
YBR164C	1182
YBR165W	1464
YBR166C	1989
YBR167C	1053
YBR168W	1872
YBR169C	2712
YBR170C	2373
YBR171W	1251
YBR172C	2853
YBR173C	1077
YBR174C	945
YBR175W	1578
YBR176W	1569
YBR177C	1986
YBR178W	1005
YBR179C	3198
YBR180W	2349
YBR181C	1341
YBR182C	1989
YBR182C-A	825
YBR183W	1581
YBR184W	2202
YBR185C	1467
YBR186W	2325
YBR187W	1473
YBR188C	1053
YBR189W	1218
YBR190W	942
YBR191W	1113
YBR191W-A	705
YBR192W	1764
YBR193C	1302
YBR194W	1002
YBR195C	1899
YBR196C	2295
YBR196C-A	780
YBR196C-B	735
YBR197C	1284
YBR198C	3027
YBR199W	2025
YBR200W	2286
YBR200W-A	795
YBR201W	1266
YBR201C-A	834
YBR202W	3168
YBR203W	3405
YBR204C	1758
YBR205W	1845
YBR206W	954
YBR207W	2028
YBR208C	6138
YBR209W	948
YBR210W	1059
YBR211C	1605
YBR212W	2649
YBR213W	1455
YBR214W	2214
YBR215W	2508
YBR216C	2655
YBR217W	1191
YBR218C	4173
YBR219C	1014
YBR220C	2313
YBR221C	1731
YBR221W-A	735
YBR222C	2262
YBR223C	2265
YBR223W-A	750
YBR224W	1146
YBR225W	3333
YBR226C	1041
YBR227C	2193
YBR228W	1545
YBR229C	3495
YBR230C	1035
YBR230W-A	831
YBR231C	1542
YBR232C	990
YBR233W	1872
YBR233W-A	915
YBR234C	1785
YBR235W	3993
YBR236C	1941
YBR237W	3180
YBR238C	2826
YBR239C	2220
YBR240C	1983
YBR241C	2097
YBR242W	1347
YBR243C	1977
YBR244W	1119
YBR245C	4020
YBR246W	1794
YBR247C	2082
YBR248C	2289
YBR249C	1743
YBR250W	2202
YBR251W	1554
YBR252W	1074
YBR253W	996
YBR254C	1158
YBR255W	2715
YBR255C-A	993
YBR256C	1347
YBR257W	1470
YBR258C	1059
YBR259W	2697
YBR260C	2631
YBR261C	1329
YBR262C	951
YBR263W	2103
YBR264C	1230
YBR265W	1593
YBR267W	1812
YBR266C	1083
YBR268W	948
YBR269C	1047
YBR270C	2268
YBR271W	1890
YBR272C	2073
YBR273C	1941
YBR274W	2214
YBR275C	6381
YBR276C	3054
YBR277C	1032
YBR278W	1236
YBR279W	1968
YBR280C	2544
YBR281C	3267
YBR282W	1071
YBR283C	2103
YBR284W	3024
YBR285W	1065
YBR286W	2244
YBR287W	1914
YBR288C	2082
YBR289W	3348
YBR290W	1596
YBR291C	1530
YBR292C	1002
YBR293W	2055
YBR294W	3210
YBR295W	4281
YBR296C	2355
YBR296C-A	750
YBR297W	2037
YBR298C	2475
YBR298C-A	852
YBR299W	2385
YBR300C	1128
YBR301W	993
YBR302C	1770
YCL076W	1374
YCL073C	2478
YCL069W	2007
YCL068C	1413
YCL067C	1263
YCL066W	1158
YCL065W	999
YCL064C	1713
YCL063W	1902
YCL061C	3921
YCL059C	1581
YCL058C	1089
YCL058W-A	972
YCL057C-A	924
YCL057W	2769
YCL056C	1065
YCL055W	1638
YCL054W-A	717
YCL054W	3156
YCL052C	1881
YCL051W	2382
YCL050C	1596
YCL049C	1569
YCL048W-A	870
YCL048W	2022
YCL047C	1407
YCL045C	2913
YCL046W	954
YCL044C	1884
YCL043C	2199
YCL041C	1125
YCL042W	990
YCL040W	2133
YCL039W	2868
YCL038C	2217
YCL037C	1935
YCL036W	2331
YCL035C	963
YCL034W	1695
YCL033C	1137
YCL032W	1671
YCL031C	1524
YCL030C	3030
YCL029C	1953
YCL028W	1848
YCL027W	2169
YCL026C-B	1212
YCL026C-A	1212
YCL025C	2532
YCL023C	978
YCL024W	3744
YCL022C	1146
YCL021W-A	1008
YCL018W	1725
YCL017C	2124
YCL016C	1773
YCL014W	5541
YCL012C	1035
YCL011C	1914
YCL010C	1410
YCL009C	1560
YCL008C	1788
YCL007C	1023
YCL005W-A	852
YCL005W	1401
YCL004W	2196
YCL002C	1422
YCL001W	1197
YCL001W-A	1092
YCL001W-B	885
YCR001W	945
YCR002C	1599
YCR003W	1182
YCR004C	1374
YCR005C	2013
YCR006C	1104
YCR007C	1350
YCR008W	2442
YCR009C	1428
YCR010C	1482
YCR011C	3780
YCR012W	1881
YCR013C	1278
YCR014C	2379
YCR015C	1584
YCR016W	1503
YCR017C	3492
YCR018C	1296
YCR018C-A	885
YCR019W	1722
YCR020C	1278
YCR020C-A	897
YCR020W-B	867
YCR021C	1629
YCR022C	975
YCR023C	2466
YCR024C	2109
YCR024C-B	897
YCR024C-A	753
YCR025C	1041
YCR026C	2859
YCR027C	1260
YCR028C	2169
YCR028C-A	1038
YCR030C	3243
YCR031C	1044
YCR032W	7134
YCR033W	4311
YCR034W	1674
YCR035C	1815
YCR036W	1632
YCR037C	3402
YCR038C	2559
YCR038W-A	756
YCR039C	1263
YCR040W	1158
YCR041W	963
YCR042C	4854
YCR043C	1014
YCR044C	1704
YCR045C	2106
YCR045W-A	981
YCR046C	1140
YCR047C	1458
YCR047W-A	837
YCR049C	1077
YCR048W	2463
YCR050C	939
YCR051W	1299
YCR052W	2082
YCR053W	2175
YCR054C	2322
YCR057C	3402
YCR059C	1407
YCR060W	966
YCR061W	2526
YCR064C	1041
YCR063W	1104
YCR065W	2325
YCR066W	2094
YCR067C	3828
YCR068W	2193
YCR069W	1587
YCR071C	1071
YCR072C	2178
YCR073C	4626
YCR073W-A	1578
YCR075C	1413
YCR075W-A	858
YCR076C	1383
YCR077C	3021
YCR079W	1959
YCR081W	4914
YCR081C-A	867
YCR082W	1017
YCR083W	1014
YCR084C	2772
YCR085W	984
YCR086W	1203
YCR087W	1146
YCR087C-A	1092
YCR088W	2409
YCR089W	5460
YCR090C	1179
YCR091W	2793
YCR092C	3687
YCR093W	6957
YCR094W	1806
YCR095C	1719
YCR095W-A	789
YCR096C	990
YCR097W	1011
YCR097W-A	897
YCR098C	2187
YCR099C	1098
YCR100C	1581
YCR101C	1179
YCR102C	1737
YCR102W-A	828
YCR104W	1005
YCR105W	1716
YCR106W	3129
YCR107W	1722
YCR108C	654
YDL248W	1782
YDL247W-A	705
YDL247W	2460
YDL246C	1704
YDL245C	2334
YDL244W	1653
YDL243C	1620
YDL242W	984
YDL241W	1002
YDL240C-A	768
YDL240W	3684
YDL239C	3003
YDL238C	2100
YDL237W	1803
YDL236W	1569
YDL235C	1134
YDL234C	2871
YDL233W	2007
YDL232W	741
YDL231C	4008
YDL230W	1638
YDL229W	2472
YDL228C	1272
YDL227C	2391
YDL226C	1689
YDL225W	2286
YDL224C	2580
YDL223C	3771
YDL222C	1560
YDL221W	1182
YDL220C	3405
YDL219W	1083
YDL218W	1584
YDL217C	1254
YDL216C	1953
YDL215C	3909
YDL214C	2730
YDL213C	1308
YDL212W	1263
YDL211C	1749
YDL210W	2346
YDL209C	1650
YDL208W	1101
YDL207W	2247
YDL206W	2919
YDL205C	1614
YDL204W	1812
YDL203C	2502
YDL202W	1380
YDL201W	1491
YDL200C	1197
YDL199C	2694
YDL198C	1533
YDL197C	2208
YDL196W	960
YDL195W	4452
YDL194W	3285
YDL193W	1758
YDL192W	1176
YDL191W	993
YDL190C	3516
YDL189W	2004
YDL188C	1764
YDL187C	960
YDL186W	1464
YDL185C-A	858
YDL185W	3846
YDL184C	708
YDL183C	1593
YDL182W	1917
YDL181W	888
YDL180W	2274
YDL179W	1545
YDL178W	2223
YDL177C	1143
YDL176W	2757
YDL175C	1665
YDL174C	2394
YDL173W	1518
YDL172C	1110
YDL171C	7068
YDL170W	2217
YDL169C	1302
YDL168W	1791
YDL167C	2790
YDL166C	1224
YDL165W	1206
YDL164C	2898
YDL163W	933
YDL162C	987
YDL161W	1995
YDL160C-A	873
YDL160C	2151
YDL159W-A	762
YDL159W	2178
YDL159C-B	807
YDL158C	939
YDL157C	987
YDL156W	2199
YDL155W	1914
YDL154W	3336
YDL153C	2463
YDL152W	996
YDL151C	1212
YDL150W	1899
YDL149W	3624
YDL148C	3063
YDL147W	1968
YDL146W	2106
YDL145C	4236
YDL144C	1701
YDL143W	2217
YDL142C	1482
YDL141W	2703
YDL140C	5832
YDL139C	1302
YDL138W	2922
YDL137W	1176
YDL136W	993
YDL135C	1239
YDL134C	1740
YDL133C-A	708
YDL133W	1944
YDL132W	3078
YDL131W	1953
YDL130W-A	891
YDL130W	951
YDL129W	1506
YDL128W	1866
YDL127W	1557
YDL126C	3138
YDL125C	1107
YDL124W	1569
YDL123W	1053
YDL122W	3060
YDL121C	1080
YDL120W	1155
YDL119C	1554
YDL118W	1011
YDL117W	3288
YDL116W	2811
YDL115C	1692
YDL114W-A	744
YDL114W	1557
YDL113C	2553
YDL112W	4941
YDL111C	1428
YDL110C	1083
YDL109C	2574
YDL108W	1551
YDL107W	1686
YDL106C	2310
YDL105W	1839
YDL104C	1854
YDL103C	2064
YDL102W	3924
YDL101C	2172
YDL100C	1695
YDL099W	1656
YDL098C	1215
YDL097C	1935
YDL096C	957
YDL095W	3084
YDL094C	1140
YDL093W	2862
YDL092W	1071
YDL091C	1998
YDL090C	1926
YDL089W	2085
YDL088C	2217
YDL087C	1416
YDL086W	1452
YDL086C-A	1065
YDL085C-A	837
YDL085W	2268
YDL084W	1971
YDL083C	1062
YDL082W	1230
YDL081C	951
YDL080C	2460
YDL079C	2136
YDL078C	1662
YDL077C	3780
YDL076C	1515
YDL075W	972
YDL074C	2733
YDL073W	3585
YDL072C	1242
YDL071C	1005
YDL070W	2547
YDL069C	1320
YDL068W	960
YDL067C	810
YDL066W	1917
YDL065C	1659
YDL064W	1104
YDL063C	2493
YDL062W	1056
YDL061C	801
YDL060W	2997
YDL059C	1347
YDL058W	6003
YDL057W	1617
YDL056W	3132
YDL055C	1716
YDL054C	2091
YDL053C	1188
YDL052C	1542
YDL051W	1458
YDL050C	1002
YDL049C	1437
YDL048C	2103
YDL047W	1566
YDL046W	1152
YDL045W-A	918
YDL045C	1551
YDL044C	1953
YDL043C	1431
YDL042C	2319
YDL041W	984
YDL040C	3195
YDL039C	2727
YDL037C	1617
YDL036C	2019
YDL035C	3516
YDL034W	975
YDL033C	1884
YDL032W	942
YDL031W	3618
YDL030W	2223
YDL029W	1806
YDL028C	2925
YDL027C	1893
YDL026W	942
YDL025C	2493
YDL025W-A	735
YDL024C	2037
YDL022C-A	879
YDL023C	951
YDL022W	1806
YDL021W	1566
YDL020C	2226
YDL019C	4482
YDL018C	1308
YDL017W	2154
YDL016C	933
YDL015C	1563
YDL014W	1614
YDL013W	2490
YDL012C	954
YDL011C	954
YDL010W	1326
YDL009C	954
YDL008W	1128
YDL007C-A	888
YDL007W	1944
YDL006W	1476
YDL005C	1926
YDL004W	1113
YDL003W	2331
YDL002C	1242
YDL001W	1923
YDR001C	2886
YDR002W	1236
YDR003W	1263
YDR003W-A	753
YDR004W	2013
YDR005C	1818
YDR006C	3336
YDR007W	1305
YDR008C	981
YDR009W	2193
YDR010C	963
YDR011W	5136
YDR012W	1719
YDR013W	1257
YDR014W	2574
YDR014W-A	1119
YDR015C	870
YDR016C	915
YDR017C	3783
YDR018C	1821
YDR019C	1833
YDR020C	1329
YDR021W	1830
YDR022C	1221
YDR023W	2019
YDR024W	1116
YDR025W	1101
YDR026C	2343
YDR027C	3300
YDR028C	3675
YDR029W	945
YDR030C	2151
YDR031W	996
YDR032C	1227
YDR033W	1593
YDR034C	3003
YDR034C-A	807
YDR034W-B	786
YDR035W	1743
YDR036C	2133
YDR037W	2406
YDR038C	3906
YDR039C	3906
YDR040C	3906
YDR041W	1242
YDR042C	1233
YDR043C	1326
YDR044W	1617
YDR045C	963
YDR046C	2445
YDR047W	1719
YDR048C	945
YDR049W	2529
YDR050C	1377
YDR051C	1635
YDR052C	2745
YDR053W	1026
YDR054C	1518
YDR055W	1965
YDR056C	1248
YDR057W	2259
YDR058C	1611
YDR059C	1077
YDR060W	3708
YDR061W	2250
YDR062W	2316
YDR063W	1080
YDR064W	1086
YDR065W	1728
YDR066C	1221
YDR067C	1305
YDR068W	1563
YDR069C	3411
YDR070C	912
YDR071C	1206
YDR072C	2214
YDR073W	1140
YDR074W	3321
YDR075W	1557
YDR076W	1851
YDR077W	1647
YDR078C	1302
YDR079W	966
YDR079C-A	849
YDR080W	3609
YDR081C	3408
YDR082W	2115
YDR083W	1809
YDR084C	1230
YDR085C	2493
YDR086C	873
YDR087C	1467
YDR088C	1779
YDR089W	3240
YDR090C	1563
YDR091C	2457
YDR092W	1092
YDR093W	5469
YDR094W	966
YDR095C	1041
YDR096W	3315
YDR097C	4359
YDR098C	1383
YDR099W	1452
YDR100W	1062
YDR101C	2412
YDR102C	963
YDR103W	3384
YDR104C	4368
YDR105C	2052
YDR106W	1485
YDR107C	2649
YDR108W	2727
YDR109C	2778
YDR110W	2331
YDR111C	2154
YDR112W	939
YDR113C	1752
YDR114C	933
YDR115W	948
YDR116C	1488
YDR117C	2328
YDR118W	2589
YDR118W-A	747
YDR119W	2937
YDR119W-A	831
YDR120C	2343
YDR121W	1221
YDR122W	3825
YDR123C	1545
YDR124W	1605
YDR125C	1992
YDR126W	1641
YDR127W	5397
YDR128W	4077
YDR129C	2559
YDR130C	1506
YDR131C	2301
YDR132C	2118
YDR133C	966
YDR135C	5178
YDR136C	1203
YDR137W	2622
YDR138W	2889
YDR139C	864
YDR140W	1296
YDR141C	5727
YDR142C	1758
YDR143C	2463
YDR144C	2421
YDR145W	2250
YDR146C	2760
YDR147W	2235
YDR148C	2022
YDR149C	1338
YDR150W	8877
YDR151C	1608
YDR152W	1428
YDR153C	1866
YDR154C	981
YDR155C	1119
YDR156W	1044
YDR157W	1032
YDR158W	1728
YDR159W	4536
YDR160W	3189
YDR161W	1794
YDR162C	1341
YDR163W	1158
YDR164C	2805
YDR165W	1965
YDR166C	3546
YDR167W	1251
YDR168W	2151
YDR169C	2172
YDR169C-A	780
YDR170C	6660
YDR171W	1758
YDR172W	2688
YDR173C	1698
YDR174W	1371
YDR175C	1590
YDR176W	2739
YDR177W	1278
YDR178W	1176
YDR179C	1119
YDR179W-A	2022
YDR180W	5112
YDR181C	2076
YDR182W	2106
YDR182W-A	834
YDR183W	1323
YDR183C-A	888
YDR184C	1515
YDR185C	1170
YDR186C	3264
YDR187C	1149
YDR188W	2271
YDR189W	2631
YDR190C	2022
YDR191W	1743
YDR192C	1923
YDR193W	1029
YDR194C	2625
YDR194W-A	783
YDR195W	2232
YDR196C	1356
YDR197W	1800
YDR198C	2070
YDR199W	996
YDR200C	2445
YDR201W	1128
YDR202C	1686
YDR203W	948
YDR204W	1638
YDR205W	2805
YDR206W	3285
YDR207C	3141
YDR208W	2970
YDR209C	1044
YDR210W	858
YDR211W	2769
YDR212W	2310
YDR213W	3372
YDR214W	1683
YDR215C	1044
YDR216W	4602
YDR217C	4560
YDR218C	1902
YDR219C	2028
YDR220C	924
YDR221W	2739
YDR222W	1878
YDR223W	2034
YDR224C	1026
YDR225W	1029
YDR226W	1299
YDR227W	4707
YDR228C	2511
YDR229W	1992
YDR230W	978
YDR231C	1248
YDR232W	2277
YDR233C	1518
YDR234W	2712
YDR235W	2265
YDR236C	1287
YDR237W	1509
YDR238C	3552
YDR239C	2994
YDR240C	2109
YDR241W	918
YDR242W	2280
YDR243C	2397
YDR244W	2469
YDR245W	1812
YDR246W	1290
YDR246W-A	831
YDR247W	2016
YDR248C	1212
YDR249C	1752
YDR250C	906
YDR251W	3123
YDR252W	1080
YDR253C	1206
YDR254W	2007
YDR255C	1896
YDR256C	2178
YDR257C	2115
YDR258C	3066
YDR259C	1782
YDR260C	1143
YDR261C	2319
YDR262W	1449
YDR263C	1923
YDR264C	2925
YDR265W	1644
YDR266C	2550
YDR267C	1623
YDR268W	1770
YDR269C	954
YDR270W	3645
YDR271C	1002
YDR272W	1455
YDR273W	1728
YDR274C	1002
YDR275W	1338
YDR276C	798
YDR277C	1932
YDR278C	948
YDR279W	1683
YDR280W	1548
YDR281C	945
YDR282C	1875
YDR283C	5610
YDR284C	1500
YDR285W	3258
YDR286C	975
YDR287W	1509
YDR288W	1542
YDR289C	1860
YDR290W	960
YDR291W	3864
YDR292C	2496
YDR293C	4383
YDR294C	2400
YDR295C	2655
YDR296W	1311
YDR297W	1680
YDR298C	1269
YDR299W	2235
YDR300C	1917
YDR301W	4704
YDR302W	1290
YDR303C	3288
YDR304C	1308
YDR305C	1284
YDR306C	2067
YDR307W	2619
YDR308C	1053
YDR309C	1782
YDR310C	3819
YDR311W	2559
YDR312W	1992
YDR313C	1491
YDR314C	2709
YDR315C	1476
YDR316W	2046
YDR317W	1875
YDR318W	1737
YDR319C	1455
YDR320C	2637
YDR320C-A	849
YDR320W-B	768
YDR321W	1776
YDR322W	1734
YDR322C-A	921
YDR323C	2178
YDR324C	2961
YDR325W	3738
YDR326C	4947
YDR327W	957
YDR328C	1215
YDR329C	1956
YDR330W	2133
YDR331W	1866
YDR332W	2700
YDR333C	2802
YDR334W	5175
YDR335W	4305
YDR336W	1575
YDR337W	1491
YDR338C	2718
YDR339C	1200
YDR340W	933
YDR341C	2454
YDR342C	2343
YDR343C	2343
YDR344C	1074
YDR345C	2334
YDR346C	2076
YDR347W	1596
YDR348C	2130
YDR349C	2421
YDR350C	2685
YDR351W	3225
YDR352W	1584
YDR353W	1590
YDR354W	1773
YDR354C-A	774
YDR355C	933
YDR356W	3465
YDR357C	999
YDR358W	2304
YDR359C	3579
YDR360W	1065
YDR361C	1482
YDR362C	2649
YDR363W	2001
YDR363W-A	900
YDR364C	1998
YDR365C	2517
YDR366C	1029
YDR367W	1296
YDR368W	1569
YDR369C	3195
YDR370C	1959
YDR371W	2166
YDR371C-A	735
YDR372C	1668
YDR373W	1203
YDR374C	1551
YDR374W-A	900
YDR375C	2001
YDR376W	2112
YDR377W	936
YDR378C	891
YDR379W	3660
YDR379C-A	870
YDR380W	2538
YDR381W	1311
YDR381C-A	975
YDR382W	963
YDR383C	1347
YDR384C	1458
YDR385W	3159
YDR386W	2529
YDR387C	2298
YDR388W	2079
YDR389W	2595
YDR390C	2541
YDR391C	1329
YDR392W	1644
YDR393W	2001
YDR394W	1917
YDR395W	3465
YDR396W	1131
YDR397C	1071
YDR398W	2562
YDR399W	1296
YDR400W	1653
YDR401W	1194
YDR402C	2100
YDR403W	2241
YDR404C	1146
YDR405W	1422
YDR406W	5220
YDR406W-A	876
YDR407C	4500
YDR408C	1275
YDR409W	3345
YDR410C	1350
YDR411C	1656
YDR412W	1338
YDR413C	1206
YDR414C	1719
YDR415C	1755
YDR416W	3210
YDR417C	1002
YDR418W	1128
YDR419W	2529
YDR420W	6039
YDR421W	3483
YDR422C	3078
YDR423C	1860
YDR424C	909
YDR425W	2508
YDR426C	1008
YDR427W	1812
YDR428C	1416
YDR429C	1455
YDR430C	3600
YDR431W	942
YDR432W	1875
YDR433W	1071
YDR434W	2235
YDR435C	1617
YDR436W	2763
YDR437W	1053
YDR438W	1743
YDR439W	1674
YDR440W	2379
YDR441C	1176
YDR442W	1023
YDR443C	4893
YDR444W	2694
YDR445C	1038
YDR446W	1539
YDR447C	1041
YDR448W	1935
YDR449C	1953
YDR450W	1071
YDR451C	1692
YDR452W	2655
YDR453C	1221
YDR454C	1194
YDR455C	939
