# Run started 2023-05-03 16:33:53.201058
# Command: count_fasta_length.py Schizosaccharomyces_pombe_230503_3UTR.fa Schizosaccharomyces_pombe_230503_3UTR_length.tsv
# Parameters:
#	in_file: Schizosaccharomyces_pombe_230503_3UTR.fa
#	out_file: Schizosaccharomyces_pombe_230503_3UTR_length.tsv
ORF	Length
SPAC144.13c	775
SPAC144.14	31
SPAC144.15c	1806
SPAC144.16	1785
SPAC144.17c	1086
SPAC144.18	621
SPAC144.19	273
SPAC1486.01	335
SPAC1486.02c	432
SPAC1486.03c	152
SPAC1486.04c	85
SPAC1486.06	228
SPAC1486.07c	138
SPAC1486.08	1744
SPAC1486.09	247
SPAC1486.10	203
SPAC14C4.01c	3434
SPAC14C4.02c	227
SPAC14C4.04	565
SPAC14C4.05c	628
SPAC14C4.06c	479
SPAC14C4.07	189
SPAC14C4.08	504
SPAC14C4.09	485
SPAC14C4.10c	139
SPAC14C4.11	471
SPAC14C4.12c	621
SPAC14C4.13	614
SPAC14C4.14	3129
SPAC14C4.15c	36
SPAC14C4.16	777
SPAC1527.01	83
SPAC1527.02	222
SPAC1527.03	864
SPAC1556.01c	78
SPAC1556.02c	120
SPAC1556.03	1452
SPAC1556.04c	1221
SPAC1556.05c	28
SPAC1556.07	138
SPAC1556.08c	315
SPAC1565.01	1847
SPAC1565.02c	212
SPAC1565.03	358
SPAC1565.04c	242
SPAC1565.05	119
SPAC1565.06c	437
SPAC1565.07c	620
SPAC1565.08	324
SPAC15A10.01	227
SPAC15A10.02	591
SPAC15A10.03c	227
SPAC15A10.04c	125
SPAC15A10.05c	127
SPAC15A10.07	693
SPAC15A10.08	122
SPAC15A10.09c	188
SPAC15A10.10	190
SPAC15A10.11	174
SPAC15A10.12c	232
SPAC15A10.13	167
SPAC15A10.15	272
SPAC15E1.02c	53
SPAC15E1.03	55
SPAC15E1.04	226
SPAC15E1.05c	85
SPAC15E1.06	306
SPAC15E1.08	24
SPAC15E1.09	359
SPAC15E1.10	123
SPAC15F9.01c	202
SPAC15F9.02	184
SPAC15F9.03c	310
SPAC16.01	470
SPAC16.02c	602
SPAC16.03c	412
SPAC16.04	156
SPAC16.05c	435
SPAC1610.01	121
SPAC1610.02c	82
SPAC1610.03c	160
SPAC1610.04	268
SPAC1635.01	360
SPAC1639.01c	553
SPAC1639.02c	149
SPAC167.01	83
SPAC167.02	2267
SPAC167.03c	846
SPAC167.04	414
SPAC167.05	1482
SPAC167.06c	391
SPAC167.07c	386
SPAC167.08	115
SPAC167.09	174
SPAC1687.01	185
SPAC1687.02	1215
SPAC1687.03c	52
SPAC1687.04	366
SPAC1687.05	780
SPAC1687.06c	47
SPAC1687.09	544
SPAC1687.10	88
SPAC1687.11	173
SPAC1687.12c	101
SPAC1687.13c	107
SPAC1687.14c	412
SPAC1687.15	566
SPAC1687.16c	627
SPAC1687.17c	308
SPAC1687.18c	83
SPAC1687.19c	137
SPAC1687.20c	101
SPAC1687.21	169
SPAC1687.22c	360
SPAC1687.23c	3
SPAC16A10.01	422
SPAC16A10.02	1954
SPAC16A10.03c	1076
SPAC16A10.04	575
SPAC16A10.05c	269
SPAC16A10.06c	89
SPAC16A10.07c	216
SPAC16A10.08c	265
SPAC16C9.01c	639
SPAC16C9.02c	168
SPAC16C9.03	241
SPAC16C9.04c	117
SPAC16C9.05	217
SPAC16C9.06c	169
SPAC16C9.07	216
SPAC16E8.01	458
SPAC16E8.03	77
SPAC16E8.04c	428
SPAC16E8.05c	407
SPAC16E8.06c	132
SPAC16E8.07c	88
SPAC16E8.08	521
SPAC16E8.09	208
SPAC16E8.10c	180
SPAC16E8.11c	369
SPAC16E8.13	928
SPAC16E8.14c	178
SPAC16E8.15	429
SPAC16E8.16	640
SPAC16E8.17c	205
SPAC1705.02	146
SPAC1705.03c	382
SPAC1751.01c	348
SPAC1751.02c	869
SPAC1751.03	70
SPAC1751.04	213
SPAC1782.01	180
SPAC1782.02c	248
SPAC1782.03	159
SPAC1782.04	574
SPAC1782.05	235
SPAC1782.06c	348
SPAC1782.07	261
SPAC1782.10c	680
SPAC1782.11	147
SPAC1782.12c	1150
SPAC1783.01	1439
SPAC1783.02c	153
SPAC1783.03	1816
SPAC1783.04c	72
SPAC1783.05	333
SPAC1783.06c	121
SPAC1783.07c	236
SPAC1783.08c	134
SPAC1786.01c	227
SPAC1786.02	433
SPAC1786.03	94
SPAC1786.04	125
SPAC17A2.01	335
SPAC17A2.02c	577
SPAC17A2.03c	737
SPAC17A2.04c	139
SPAC17A2.05	344
SPAC17A2.06c	63
SPAC17A2.08c	285
SPAC17A2.09c	440
SPAC17A2.11	1020
SPAC17A2.12	89
SPAC17A2.13c	122
SPAC17A2.14	489
SPAC17A5.01	174
SPAC17A5.02c	259
SPAC17A5.03	55
SPAC17A5.04c	143
SPAC17A5.06	118
SPAC17A5.07c	103
SPAC17A5.08	226
SPAC17A5.09c	379
SPAC17A5.10	1158
SPAC17A5.14	117
SPAC17A5.15c	55
SPAC17A5.16	663
SPAC17A5.18c	2131
SPAC17C9.01c	301
SPAC17C9.02c	351
SPAC17C9.03	141
SPAC17C9.05c	328
SPAC17C9.06	260
SPAC17C9.07	418
SPAC17C9.08	140
SPAC17C9.09c	191
SPAC17C9.10	168
SPAC17C9.11c	56
SPAC17C9.12	707
SPAC17C9.13c	362
SPAC17C9.14	85
SPAC17C9.15c	1084
SPAC17C9.16c	485
SPAC17D4.01	245
SPAC17D4.02	86
SPAC17D4.03c	78
SPAC17D4.04	145
SPAC17G6.02c	360
SPAC17G6.03	105
SPAC17G6.04c	2203
SPAC17G6.05c	85
SPAC17G6.06	207
SPAC17G6.07c	358
SPAC17G6.08	415
SPAC17G6.09	632
SPAC17G6.10	73
SPAC17G6.11c	434
SPAC17G6.13	173
SPAC17G6.14c	470
SPAC17G6.15c	475
SPAC17G6.16c	246
SPAC17G6.17	294
SPAC17G8.01c	95
SPAC17G8.02	237
SPAC17G8.03c	451
SPAC17G8.04c	260
SPAC17G8.05	225
SPAC17G8.06c	221
SPAC17G8.07	157
SPAC17G8.08c	70
SPAC17G8.09	457
SPAC17G8.10c	542
SPAC17G8.11c	271
SPAC17G8.12	1661
SPAC17G8.13c	1948
SPAC17G8.14c	265
SPAC17H9.01	218
SPAC17H9.02	178
SPAC17H9.03c	53
SPAC17H9.04c	560
SPAC17H9.05	2271
SPAC17H9.06c	143
SPAC17H9.07	626
SPAC17H9.08	1134
SPAC17H9.09c	296
SPAC17H9.10c	256
SPAC17H9.11	292
SPAC17H9.12c	208
SPAC17H9.13c	136
SPAC17H9.14c	86
SPAC17H9.16	513
SPAC17H9.19c	410
SPAC17H9.20	1024
SPAC1805.01c	89
SPAC1805.02c	306
SPAC1805.03c	235
SPAC1805.04	130
SPAC1805.05	199
SPAC1805.06c	394
SPAC1805.07c	377
SPAC1805.08	204
SPAC1805.09c	87
SPAC1805.10	2106
SPAC1805.11c	178
SPAC1805.12c	281
SPAC1805.13	167
SPAC1805.14	121
SPAC1805.15c	152
SPAC1805.16c	376
SPAC1805.17	509
SPAC1834.01	510
SPAC1834.02	114
SPAC1834.03c	312
SPAC1834.04	321
SPAC1834.05	422
SPAC1834.06c	302
SPAC1834.07	294
SPAC1834.08	272
SPAC1834.09	270
SPAC1834.10c	37
SPAC1834.11c	225
SPAC1834.13	761
SPAC1851.02	137
SPAC1851.03	2286
SPAC1851.04c	197
SPAC186.01	287
SPAC186.02c	111
SPAC186.03	152
SPAC186.04c	94
SPAC186.05c	318
SPAC186.06	58
SPAC18B11.02c	121
SPAC18B11.03c	454
SPAC18B11.04	502
SPAC18B11.05	243
SPAC18B11.06	200
SPAC18B11.07c	171
SPAC18B11.08c	139
SPAC18B11.09c	142
SPAC18B11.10	350
SPAC18B11.11	311
SPAC18G6.01c	905
SPAC18G6.02c	167
SPAC18G6.03	377
SPAC18G6.04c	168
SPAC18G6.05c	120
SPAC18G6.06	294
SPAC18G6.07c	370
SPAC18G6.09c	1488
SPAC18G6.10	109
SPAC18G6.11c	284
SPAC18G6.12c	249
SPAC18G6.14c	188
SPAC18G6.15	598
SPAC1952.01	289
SPAC1952.02	92
SPAC1952.03	169
SPAC1952.05	218
SPAC1952.06c	116
SPAC1952.07	544
SPAC1952.08c	1866
SPAC1952.09c	119
SPAC1952.10c	797
SPAC1952.11c	197
SPAC1952.12c	322
SPAC1952.13	295
SPAC1952.14c	272
SPAC1952.15c	1238
SPAC1952.16	861
SPAC1952.17c	31
SPAC19A8.01c	252
SPAC19A8.02	115
SPAC19A8.03	558
SPAC19A8.04	82
SPAC19A8.05c	80
SPAC19A8.06	26
SPAC19A8.07c	179
SPAC19A8.08	218
SPAC19A8.09	164
SPAC19A8.10	1126
SPAC19A8.11c	1215
SPAC19A8.12	524
SPAC19A8.13	198
SPAC19A8.14	151
SPAC19A8.15	163
SPAC19A8.16	161
SPAC19B12.01	92
SPAC19B12.02c	246
SPAC19B12.03	437
SPAC19B12.04	257
SPAC19B12.05c	303
SPAC19B12.06c	125
SPAC19B12.07c	317
SPAC19B12.08	726
SPAC19B12.09	157
SPAC19B12.10	1014
SPAC19B12.11c	325
SPAC19B12.12c	1287
SPAC19B12.13	75
SPAC19D5.01	244
SPAC19D5.02c	309
SPAC19D5.03	287
SPAC19D5.04	280
SPAC19D5.05c	110
SPAC19D5.07	187
SPAC19D5.11c	87
SPAC19E9.01c	792
SPAC19E9.02	342
SPAC19E9.03	368
SPAC19G12.01c	225
SPAC19G12.02c	79
SPAC19G12.03	250
SPAC19G12.04	777
SPAC19G12.05	171
SPAC19G12.06c	406
SPAC19G12.07c	206
SPAC19G12.08	526
SPAC19G12.09	86
SPAC19G12.10c	133
SPAC19G12.11	288
SPAC19G12.12	289
SPAC19G12.13c	1273
SPAC19G12.14	283
SPAC19G12.15c	269
SPAC19G12.16c	549
SPAC1A6.01c	839
SPAC1A6.02	419
SPAC1A6.03c	216
SPAC1A6.04c	446
SPAC1A6.05c	386
SPAC1A6.06c	867
SPAC1A6.07	341
SPAC1A6.08c	134
SPAC1A6.09c	376
SPAC1A6.10	168
SPAC1A6.11	221
SPAC1B1.01	353
SPAC1B1.02c	251
SPAC1B1.03c	74
SPAC1B1.04c	21
SPAC1B2.02c	213
SPAC1B2.03c	1173
SPAC1B2.04	294
SPAC1B2.05	2509
SPAC1B2.06	493
SPAC1B3.01c	1164
SPAC1B3.02c	789
SPAC1B3.03c	91
SPAC1B3.04c	55
SPAC1B3.05	263
SPAC1B3.06c	242
SPAC1B3.07c	327
SPAC1B3.08	283
SPAC1B3.09c	96
SPAC1B3.11c	729
SPAC1B3.12c	299
SPAC1B3.13	176
SPAC1B3.14	232
SPAC1B3.15c	186
SPAC1B3.16c	396
SPAC1B3.17	91
SPAC1B3.18c	233
SPAC1B3.20	222
SPAC1B9.02c	285
SPAC1B9.03c	133
SPAC1D4.01	1105
SPAC1D4.02c	854
SPAC1D4.03c	40
SPAC1D4.04	170
SPAC1D4.05c	1970
SPAC1D4.08	376
SPAC1D4.09c	134
SPAC1D4.10	417
SPAC1D4.11c	684
SPAC1D4.12	547
SPAC1D4.13	567
SPAC1D4.14	124
SPAC1F12.02c	183
SPAC1F12.05	1490
SPAC1F12.06c	1587
SPAC1F12.07	143
SPAC1F12.08	25
SPAC1F12.09	106
SPAC1F12.10c	200
SPAC1F3.01	61
SPAC1F3.02c	129
SPAC1F3.03	1707
SPAC1F3.04c	135
SPAC1F3.05	321
SPAC1F3.06c	257
SPAC1F3.07c	45
SPAC1F3.10c	2125
SPAC1F5.02	281
SPAC1F5.03c	626
SPAC1F5.04c	199
SPAC1F5.05c	341
SPAC1F5.06	1942
SPAC1F5.07c	208
SPAC1F5.08c	112
SPAC1F5.10	127
SPAC1F5.11c	306
SPAC1F7.01c	230
SPAC1F7.02c	200
SPAC1F7.03	569
SPAC1F7.04	705
SPAC1F7.05	256
SPAC1F7.06	952
SPAC1F7.07c	305
SPAC1F7.08	367
SPAC1F7.09c	204
SPAC1F7.10	138
SPAC1F7.11c	579
SPAC1F7.12	143
SPAC1F7.13c	62
SPAC1F8.01	183
SPAC1F8.02c	32
SPAC1F8.03c	166
SPAC1F8.04c	93
SPAC1F8.05	418
SPAC1F8.06	263
SPAC1F8.07c	121
SPAC1F8.08	650
SPAC20G4.01	114
SPAC20G4.02c	114
SPAC20G4.03c	247
SPAC20G4.04c	504
SPAC20G4.05c	74
SPAC20G4.06c	193
SPAC20G4.07c	82
SPAC20G4.08	103
SPAC20G8.01	265
SPAC20G8.02	171
SPAC20G8.03	251
SPAC20G8.04c	255
SPAC20G8.05c	598
SPAC20G8.06	139
SPAC20G8.07c	370
SPAC20G8.08c	438
SPAC20G8.09c	90
SPAC20G8.10c	173
SPAC20H4.01	433
SPAC20H4.02	167
SPAC20H4.03c	243
SPAC20H4.04	1011
SPAC20H4.05c	2482
SPAC20H4.06c	174
SPAC20H4.07	57
SPAC20H4.08	174
SPAC20H4.10	90
SPAC20H4.11c	210
SPAC212.01c	19
SPAC212.04c	542
SPAC212.06c	417
SPAC21E11.03c	261
SPAC21E11.04	206
SPAC21E11.05c	764
SPAC21E11.06	644
SPAC21E11.07	74
SPAC21E11.08	265
SPAC222.03c	88
SPAC222.04c	178
SPAC222.05c	142
SPAC222.06	251
SPAC222.07c	76
SPAC222.08c	279
SPAC222.09	114
SPAC222.10c	123
SPAC222.11	223
SPAC222.12c	276
SPAC222.13c	383
SPAC222.14c	324
SPAC222.16c	197
SPAC222.17	282
SPAC222.18	269
SPAC227.01c	406
SPAC227.02c	16
SPAC227.03c	401
SPAC227.04	183
SPAC227.06	313
SPAC227.07c	614
SPAC227.08c	259
SPAC227.09	322
SPAC227.10	576
SPAC227.11c	585
SPAC227.12	257
SPAC227.13c	449
SPAC227.14	1045
SPAC227.15	545
SPAC227.16c	221
SPAC227.17c	634
SPAC227.18	353
SPAC22A12.01c	623
SPAC22A12.03c	101
SPAC22A12.04c	41
SPAC22A12.05	70
SPAC22A12.06c	191
SPAC22A12.07c	260
SPAC22A12.09c	119
SPAC22A12.10	1020
SPAC22A12.11	90
SPAC22A12.12c	353
SPAC22A12.13	316
SPAC22A12.14c	230
SPAC22A12.15c	619
SPAC22A12.16	77
SPAC22A12.17c	2488
SPAC22E12.01	769
SPAC22E12.02	1074
SPAC22E12.03c	293
SPAC22E12.04	94
SPAC22E12.05c	657
SPAC22E12.06c	1344
SPAC22E12.07	317
SPAC22E12.08	763
SPAC22E12.09c	253
SPAC22E12.10c	254
SPAC22E12.11c	356
SPAC22E12.13c	411
SPAC22E12.14c	961
SPAC22E12.16c	254
SPAC22E12.17c	585
SPAC22E12.18	114
SPAC22E12.19	360
SPAC22F3.02	1802
SPAC22F3.03c	1162
SPAC22F3.04	73
SPAC22F3.05c	4918
SPAC22F3.06c	96
SPAC22F3.07c	93
SPAC22F3.08c	194
SPAC22F3.09c	449
SPAC22F3.10c	77
SPAC22F3.11c	214
SPAC22F3.12c	269
SPAC22F3.13	1555
SPAC22F8.04	292
SPAC22F8.05	280
SPAC22F8.06	192
SPAC22F8.07c	72
SPAC22F8.08	117
SPAC22F8.09	91
SPAC22F8.10c	117
SPAC22F8.11	1070
SPAC22F8.12c	2789
SPAC22G7.01c	216
SPAC22G7.02	161
SPAC22G7.03	111
SPAC22G7.04	138
SPAC22G7.05	62
SPAC22G7.06c	133
SPAC22G7.07c	606
SPAC22G7.08	258
SPAC22G7.09c	26
SPAC22G7.10	846
SPAC22G7.11c	148
SPAC22H10.02	528
SPAC22H10.03c	92
SPAC22H10.04	222
SPAC22H10.05c	1051
SPAC22H10.07	318
SPAC22H10.08	213
SPAC22H10.09	236
SPAC22H10.10	153
SPAC22H10.11c	424
SPAC22H10.12c	347
SPAC22H10.13	318
SPAC22H12.01c	441
SPAC22H12.02	146
SPAC22H12.03	86
SPAC22H12.04c	146
SPAC22H12.05c	284
SPAC23A1.03	166
SPAC23A1.04c	565
SPAC23A1.05	606
SPAC23A1.06c	364
SPAC23A1.07	38
SPAC23A1.08c	85
SPAC23A1.09	606
SPAC23A1.11	141
SPAC23A1.12c	57
SPAC23A1.14c	483
SPAC23A1.15c	209
SPAC23A1.16c	426
SPAC23A1.17	382
SPAC23A1.18c	715
SPAC23A1.19c	142
SPAC23C11.01	989
SPAC23C11.02c	32
SPAC23C11.03	87
SPAC23C11.04c	2030
SPAC23C11.05	300
SPAC23C11.06c	52
SPAC23C11.09	109
SPAC23C11.11	699
SPAC23C11.13c	188
SPAC23C11.14	111
SPAC23C11.15	155
SPAC23C11.16	474
SPAC23C11.17	304
SPAC23C4.03	230
SPAC23C4.05c	194
SPAC23C4.06c	151
SPAC23C4.07	349
SPAC23C4.08	533
SPAC23C4.09c	1240
SPAC23C4.10	210
SPAC23C4.11	150
SPAC23C4.12	647
SPAC23C4.13	550
SPAC23C4.15	264
SPAC23C4.16c	292
SPAC23C4.17	421
SPAC23C4.18c	2146
SPAC23C4.19	115
SPAC23D3.02	128
SPAC23D3.03c	89
SPAC23D3.04c	257
SPAC23D3.05c	180
SPAC23D3.06c	245
SPAC23D3.07	435
SPAC23D3.08	1683
SPAC23D3.09	1493
SPAC23D3.10c	293
SPAC23D3.11	1152
SPAC23D3.12	545
SPAC23D3.13c	122
SPAC23D3.16	293
SPAC23D3.17	509
SPAC23E2.01	458
SPAC23E2.02	196
SPAC23E2.03c	350
SPAC23G3.01	39
SPAC23G3.02c	70
SPAC23G3.03	453
SPAC23G3.04	497
SPAC23G3.05c	372
SPAC23G3.06	348
SPAC23G3.07c	67
SPAC23G3.08c	363
SPAC23G3.09	447
SPAC23G3.10c	1382
SPAC23G3.11	63
SPAC23G3.12c	72
SPAC23H3.02c	412
SPAC23H3.03c	269
SPAC23H3.05c	144
SPAC23H3.06	772
SPAC23H3.07c	704
SPAC23H3.08c	214
SPAC23H3.09c	206
SPAC23H3.10	84
SPAC23H3.11c	55
SPAC23H3.12c	142
SPAC23H3.13c	793
SPAC23H3.14	172
SPAC23H3.15c	257
SPAC23H4.01c	165
SPAC23H4.02	247
SPAC23H4.03c	258
SPAC23H4.04	96
SPAC23H4.05c	739
SPAC23H4.06	419
SPAC23H4.07c	98
SPAC23H4.08	88
SPAC23H4.09	65
SPAC23H4.10c	1592
SPAC23H4.11c	138
SPAC23H4.12	467
SPAC23H4.13c	243
SPAC23H4.14	113
SPAC23H4.15	88
SPAC23H4.16c	70
SPAC23H4.18c	279
SPAC23H4.21	271
SPAC24B11.05	188
SPAC24B11.06c	388
SPAC24B11.07c	507
SPAC24B11.08c	320
SPAC24B11.09	123
SPAC24B11.10c	397
SPAC24B11.11c	335
SPAC24B11.12c	316
SPAC24B11.13	823
SPAC24C9.02c	22
SPAC24C9.03	843
SPAC24C9.04	366
SPAC24C9.05c	57
SPAC24C9.06c	349
SPAC24C9.07c	384
SPAC24C9.08	125
SPAC24C9.09	1222
SPAC24C9.10c	92
SPAC24C9.11	102
SPAC24C9.12c	292
SPAC24C9.13c	101
SPAC24C9.15c	200
SPAC24C9.16c	51
SPAC24H6.01c	170
SPAC24H6.02c	132
SPAC24H6.03	237
SPAC24H6.04	840
SPAC24H6.05	522
SPAC24H6.06	75
SPAC24H6.07	139
SPAC24H6.08	243
SPAC24H6.09	602
SPAC24H6.10c	64
SPAC24H6.11c	406
SPAC24H6.12c	326
SPAC24H6.13	130
SPAC25A8.01c	86
SPAC25A8.02	149
SPAC25A8.03c	220
SPAC25B8.01	347
SPAC25B8.02	384
SPAC25B8.03	245
SPAC25B8.04c	254
SPAC25B8.05	55
SPAC25B8.06c	1911
SPAC25B8.07c	1305
SPAC25B8.08	205
SPAC25B8.09	188
SPAC25B8.10	601
SPAC25B8.11	309
SPAC25B8.12c	561
SPAC25B8.13c	580
SPAC25B8.14	982
SPAC25B8.15c	1134
SPAC25B8.16	216
SPAC25B8.17	241
SPAC25B8.18	179
SPAC25B8.19c	572
SPAC25B8.20	548
SPAC25G10.01	1063
SPAC25G10.02	193
SPAC25G10.03	344
SPAC25G10.04c	35
SPAC25G10.05c	333
SPAC25G10.06	73
SPAC25G10.07c	208
SPAC25G10.08	305
SPAC25G10.09c	103
SPAC25H1.02	199
SPAC25H1.04	82
SPAC25H1.05	410
SPAC25H1.06	198
SPAC25H1.07	177
SPAC25H1.08c	96
SPAC25H1.09	79
SPAC25H1.10c	150
SPAC26A3.01	444
SPAC26A3.02	1195
SPAC26A3.03c	1578
SPAC26A3.04	130
SPAC26A3.05	213
SPAC26A3.06	57
SPAC26A3.07c	267
SPAC26A3.08	634
SPAC26A3.09c	466
SPAC26A3.10	682
SPAC26A3.11	153
SPAC26A3.12c	1773
SPAC26A3.14c	426
SPAC26A3.15c	185
SPAC26A3.16	577
SPAC26A3.17c	152
SPAC26F1.01	148
SPAC26F1.02	739
SPAC26F1.03	179
SPAC26F1.04c	293
SPAC26F1.05	354
SPAC26F1.06	108
SPAC26F1.07	94
SPAC26F1.08c	53
SPAC26F1.09	186
SPAC26F1.10c	196
SPAC26F1.11	738
SPAC26F1.12c	135
SPAC26F1.13c	213
SPAC26F1.14c	353
SPAC26H5.02c	92
SPAC26H5.03	236
SPAC26H5.04	219
SPAC26H5.05	138
SPAC26H5.06	1036
SPAC26H5.07c	160
SPAC26H5.08c	244
SPAC26H5.09c	307
SPAC26H5.10c	459
SPAC26H5.11	178
SPAC26H5.12	306
SPAC26H5.13c	1687
SPAC27D7.02c	381
