# Run started 2023-05-03 16:33:52.274368
# Command: count_fasta_length.py Schizosaccharomyces_pombe_230503_5UTR.fa Schizosaccharomyces_pombe_230503_5UTR_length.tsv
# Parameters:
#	in_file: Schizosaccharomyces_pombe_230503_5UTR.fa
#	out_file: Schizosaccharomyces_pombe_230503_5UTR_length.tsv
ORF	Length
SPAC14C4.13	45
SPAC14C4.14	55
SPAC14C4.15c	74
SPAC14C4.16	27
SPAC1527.01	1136
SPAC1527.02	59
SPAC1527.03	264
SPAC1556.01c	142
SPAC1556.02c	16
SPAC1556.03	214
SPAC1556.04c	108
SPAC1556.05c	16
SPAC1556.07	21
SPAC1556.08c	32
SPAC1565.01	313
SPAC1565.02c	61
SPAC1565.04c	33
SPAC1565.05	221
SPAC1565.06c	72
SPAC1565.07c	45
SPAC1565.08	12
SPAC15A10.01	447
SPAC15A10.02	96
SPAC15A10.03c	120
SPAC15A10.04c	264
SPAC15A10.05c	62
SPAC15A10.06	135
SPAC15A10.07	63
SPAC15A10.08	45
SPAC15A10.09c	407
SPAC15A10.10	943
SPAC15A10.11	303
SPAC15A10.12c	30
SPAC15A10.13	68
SPAC15A10.15	45
SPAC15A10.16	163
SPAC15E1.02c	80
SPAC15E1.03	52
SPAC15E1.04	77
SPAC15E1.05c	134
SPAC15E1.06	95
SPAC15E1.08	54
SPAC15E1.09	122
SPAC15E1.10	108
SPAC15F9.02	12
SPAC15F9.03c	23
SPAC16.01	311
SPAC16.02c	27
SPAC16.03c	21
SPAC16.04	48
SPAC16.05c	881
SPAC1610.01	118
SPAC1610.02c	208
SPAC1610.04	222
SPAC1635.01	250
SPAC1639.01c	834
SPAC1639.02c	34
SPAC167.01	84
SPAC167.02	33
SPAC167.03c	135
SPAC167.04	29
SPAC167.05	88
SPAC167.06c	55
SPAC167.07c	242
SPAC167.09	164
SPAC1687.01	76
SPAC1687.02	226
SPAC1687.03c	40
SPAC1687.04	87
SPAC1687.05	143
SPAC1687.06c	12
SPAC1687.09	130
SPAC1687.10	50
SPAC1687.11	33
SPAC1687.12c	59
SPAC1687.13c	55
SPAC1687.14c	227
SPAC1687.15	108
SPAC1687.16c	14
SPAC1687.17c	51
SPAC1687.18c	11
SPAC1687.19c	10
SPAC1687.20c	55
SPAC1687.21	73
SPAC1687.22c	981
SPAC16A10.01	486
SPAC16A10.02	14
SPAC16A10.03c	49
SPAC16A10.04	25
SPAC16A10.05c	15
SPAC16A10.06c	31
SPAC16A10.07c	32
SPAC16C9.01c	86
SPAC16C9.02c	29
SPAC16C9.03	102
SPAC16C9.04c	202
SPAC16C9.05	183
SPAC16C9.06c	46
SPAC16C9.07	333
SPAC16E8.01	26
SPAC16E8.02	225
SPAC16E8.04c	172
SPAC16E8.06c	106
SPAC16E8.07c	9
SPAC16E8.08	31
SPAC16E8.09	283
SPAC16E8.10c	81
SPAC16E8.11c	19
SPAC16E8.12c	224
SPAC16E8.13	51
SPAC16E8.14c	7
SPAC16E8.15	6
SPAC16E8.16	10
SPAC16E8.17c	122
SPAC16E8.18c	168
SPAC1705.02	48
SPAC1705.03c	329
SPAC1751.01c	1058
SPAC1751.02c	21
SPAC1751.03	61
SPAC1751.04	163
SPAC1782.01	193
SPAC1782.02c	208
SPAC1782.03	166
SPAC1782.04	36
SPAC1782.05	21
SPAC1782.06c	21
SPAC1782.07	54
SPAC1782.08c	270
SPAC1782.09c	57
SPAC1782.10c	21
SPAC1782.11	128
SPAC1782.12c	98
SPAC1783.01	348
SPAC1783.02c	114
SPAC1783.03	154
SPAC1783.04c	134
SPAC1783.05	196
SPAC1783.06c	156
SPAC1783.07c	742
SPAC1783.08c	48
SPAC1786.01c	136
SPAC1786.02	1076
SPAC1786.03	32
SPAC17A2.01	118
SPAC17A2.02c	364
SPAC17A2.03c	200
SPAC17A2.04c	101
SPAC17A2.05	210
SPAC17A2.07c	52
SPAC17A2.08c	6
SPAC17A2.13c	62
SPAC17A2.14	282
SPAC17A5.01	194
SPAC17A5.02c	19
SPAC17A5.03	24
SPAC17A5.06	240
SPAC17A5.07c	22
SPAC17A5.08	49
SPAC17A5.09c	69
SPAC17A5.10	42
SPAC17A5.14	59
SPAC17A5.15c	44
SPAC17A5.16	68
SPAC17A5.18c	26
SPAC17A5.19	26
SPAC17C9.01c	36
SPAC17C9.02c	245
SPAC17C9.03	274
SPAC17C9.05c	130
SPAC17C9.06	103
SPAC17C9.07	85
SPAC17C9.08	38
SPAC17C9.09c	87
SPAC17C9.10	424
SPAC17C9.11c	23
SPAC17C9.12	40
SPAC17C9.13c	372
SPAC17C9.14	171
SPAC17C9.15c	66
SPAC17C9.16c	81
SPAC17D4.01	234
SPAC17D4.02	31
SPAC17D4.03c	283
SPAC17D4.04	72
SPAC17G6.02c	621
SPAC17G6.03	17
SPAC17G6.04c	61
SPAC17G6.05c	51
SPAC17G6.06	9
SPAC17G6.07c	109
SPAC17G6.08	162
SPAC17G6.09	17
SPAC17G6.10	16
SPAC17G6.11c	409
SPAC17G6.12	67
SPAC17G6.13	63
SPAC17G6.14c	30
SPAC17G6.15c	22
SPAC17G6.16c	66
SPAC17G6.17	146
SPAC17G8.01c	232
SPAC17G8.02	294
SPAC17G8.03c	261
SPAC17G8.04c	54
SPAC17G8.05	134
SPAC17G8.06c	207
SPAC17G8.07	268
SPAC17G8.08c	66
SPAC17G8.09	42
SPAC17G8.10c	498
SPAC17G8.11c	683
SPAC17G8.12	282
SPAC17G8.13c	101
SPAC17G8.14c	56
SPAC17H9.01	260
SPAC17H9.02	132
SPAC17H9.03c	306
SPAC17H9.04c	10
SPAC17H9.05	117
SPAC17H9.06c	189
SPAC17H9.07	18
SPAC17H9.08	561
SPAC17H9.09c	143
SPAC17H9.10c	218
SPAC17H9.11	84
SPAC17H9.12c	38
SPAC17H9.13c	115
SPAC17H9.14c	78
SPAC17H9.16	78
SPAC17H9.17c	94
SPAC17H9.19c	54
SPAC17H9.20	108
SPAC1805.01c	224
SPAC1805.02c	33
SPAC1805.03c	290
SPAC1805.04	83
SPAC1805.05	264
SPAC1805.06c	209
SPAC1805.07c	144
SPAC1805.08	48
SPAC1805.09c	29
SPAC1805.10	131
SPAC1805.11c	8
SPAC1805.12c	51
SPAC1805.13	37
SPAC1805.14	513
SPAC1805.15c	175
SPAC1805.16c	163
SPAC1805.17	318
SPAC1834.01	147
SPAC1834.02	48
SPAC1834.03c	406
SPAC1834.04	97
SPAC1834.05	320
SPAC1834.06c	22
SPAC1834.07	137
SPAC1834.08	261
SPAC1834.09	20
SPAC1834.10c	112
SPAC1834.11c	19
SPAC1851.02	73
SPAC1851.03	126
SPAC1851.04c	40
SPAC186.03	19
SPAC186.04c	418
SPAC186.05c	343
SPAC186.06	387
SPAC18B11.02c	51
SPAC18B11.03c	273
SPAC18B11.04	120
SPAC18B11.05	64
SPAC18B11.06	79
SPAC18B11.07c	117
SPAC18B11.08c	51
SPAC18B11.09c	159
SPAC18B11.10	85
SPAC18B11.11	349
SPAC18G6.01c	41
SPAC18G6.02c	486
SPAC18G6.03	87
SPAC18G6.04c	23
SPAC18G6.05c	50
SPAC18G6.06	60
SPAC18G6.07c	41
SPAC18G6.09c	73
SPAC18G6.10	320
SPAC18G6.11c	325
SPAC18G6.12c	119
SPAC18G6.13	18
SPAC18G6.14c	7
SPAC18G6.15	21
SPAC1952.01	183
SPAC1952.02	49
SPAC1952.03	23
SPAC1952.04c	75
SPAC1952.05	492
SPAC1952.06c	209
SPAC1952.07	41
SPAC1952.08c	165
SPAC1952.09c	258
SPAC1952.10c	272
SPAC1952.11c	124
SPAC1952.12c	319
SPAC1952.13	18
SPAC1952.14c	63
SPAC1952.15c	9
SPAC1952.16	190
SPAC1952.17c	314
SPAC19A8.01c	787
SPAC19A8.02	153
SPAC19A8.03	170
SPAC19A8.04	59
SPAC19A8.05c	248
SPAC19A8.06	44
SPAC19A8.07c	60
SPAC19A8.08	118
SPAC19A8.09	66
SPAC19A8.10	50
SPAC19A8.11c	123
SPAC19A8.12	96
SPAC19A8.13	48
SPAC19A8.14	38
SPAC19A8.15	40
SPAC19A8.16	126
SPAC19B12.01	188
SPAC19B12.02c	287
SPAC19B12.03	1044
SPAC19B12.04	15
SPAC19B12.05c	123
SPAC19B12.06c	113
SPAC19B12.07c	184
SPAC19B12.08	121
SPAC19B12.09	38
SPAC19B12.10	60
SPAC19B12.11c	57
SPAC19D5.01	167
SPAC19D5.02c	101
SPAC19D5.03	133
SPAC19D5.04	136
SPAC19D5.05c	57
SPAC19D5.06c	216
SPAC19D5.07	294
SPAC19D5.11c	101
SPAC19E9.01c	74
SPAC19E9.02	139
SPAC19E9.03	1438
SPAC19G12.01c	205
SPAC19G12.02c	940
SPAC19G12.03	308
SPAC19G12.04	85
SPAC19G12.05	247
SPAC19G12.06c	71
SPAC19G12.07c	255
SPAC19G12.08	182
SPAC19G12.09	199
SPAC19G12.10c	439
SPAC19G12.11	231
SPAC19G12.12	157
SPAC19G12.13c	168
SPAC19G12.14	240
SPAC19G12.15c	137
SPAC19G12.16c	206
SPAC1A6.01c	226
SPAC1A6.02	15
SPAC1A6.03c	235
SPAC1A6.04c	75
SPAC1A6.05c	64
SPAC1A6.07	83
SPAC1A6.08c	43
SPAC1A6.09c	426
SPAC1A6.10	6
SPAC1B1.01	132
SPAC1B1.02c	308
SPAC1B1.03c	212
SPAC1B1.04c	38
SPAC1B2.02c	201
SPAC1B2.03c	13
SPAC1B2.04	75
SPAC1B2.05	281
SPAC1B2.06	113
SPAC1B3.01c	58
SPAC1B3.02c	29
SPAC1B3.03c	148
SPAC1B3.04c	192
SPAC1B3.05	92
SPAC1B3.06c	152
SPAC1B3.07c	172
SPAC1B3.08	132
SPAC1B3.09c	47
SPAC1B3.10c	448
SPAC1B3.11c	90
SPAC1B3.12c	52
SPAC1B3.13	71
SPAC1B3.14	55
SPAC1B3.15c	490
SPAC1B3.16c	110
SPAC1B3.17	783
SPAC1B3.18c	106
SPAC1B3.20	23
SPAC1B3.21	48
SPAC1B9.02c	97
SPAC1B9.03c	18
SPAC1D4.01	19
SPAC1D4.02c	39
SPAC1D4.03c	26
SPAC1D4.04	39
SPAC1D4.05c	281
SPAC1D4.06c	172
SPAC1D4.08	15
SPAC1D4.09c	38
SPAC1D4.10	255
SPAC1D4.11c	1345
SPAC1D4.12	434
SPAC1D4.13	149
SPAC1D4.14	161
SPAC1F12.02c	13
SPAC1F12.04c	208
SPAC1F12.05	573
SPAC1F12.06c	75
SPAC1F12.07	181
SPAC1F12.08	33
SPAC1F12.10c	79
SPAC1F3.01	38
SPAC1F3.02c	427
SPAC1F3.03	20
SPAC1F3.04c	29
SPAC1F3.05	149
SPAC1F3.06c	42
SPAC1F3.07c	213
SPAC1F3.09	199
SPAC1F3.10c	37
SPAC1F5.02	67
SPAC1F5.03c	129
SPAC1F5.04c	132
SPAC1F5.05c	128
SPAC1F5.06	87
SPAC1F5.07c	45
SPAC1F5.10	19
SPAC1F5.11c	108
SPAC1F7.01c	58
SPAC1F7.02c	43
SPAC1F7.03	250
SPAC1F7.04	109
SPAC1F7.05	12
SPAC1F7.07c	272
SPAC1F7.08	567
SPAC1F7.09c	349
SPAC1F7.10	168
SPAC1F7.11c	19
SPAC1F7.12	134
SPAC1F7.13c	19
SPAC1F8.03c	30
SPAC1F8.04c	8
SPAC1F8.05	210
SPAC1F8.06	178
SPAC1F8.07c	53
SPAC20G4.01	131
SPAC20G4.02c	443
SPAC20G4.03c	278
SPAC20G4.04c	125
SPAC20G4.05c	181
SPAC20G4.06c	49
SPAC20G4.07c	148
SPAC20G4.08	157
SPAC20G8.01	59
SPAC20G8.03	291
SPAC20G8.04c	336
SPAC20G8.05c	50
SPAC20G8.06	161
SPAC20G8.07c	91
SPAC20G8.08c	62
SPAC20G8.09c	26
SPAC20G8.10c	15
SPAC20H4.01	18
SPAC20H4.02	21
SPAC20H4.03c	75
SPAC20H4.04	344
SPAC20H4.05c	57
SPAC20H4.06c	205
SPAC20H4.07	260
SPAC20H4.08	87
SPAC20H4.09	10
SPAC20H4.10	22
SPAC20H4.11c	436
SPAC21E11.03c	682
SPAC21E11.04	8
SPAC21E11.05c	121
SPAC21E11.06	36
SPAC21E11.07	95
SPAC21E11.08	347
SPAC222.03c	71
SPAC222.04c	162
SPAC222.05c	364
SPAC222.06	20
SPAC222.07c	136
SPAC222.08c	295
SPAC222.09	176
SPAC222.10c	374
SPAC222.11	294
SPAC222.12c	40
SPAC222.13c	237
SPAC222.14c	5
SPAC222.16c	54
SPAC222.17	49
SPAC222.18	114
SPAC227.01c	241
SPAC227.02c	16
SPAC227.03c	154
SPAC227.04	209
SPAC227.05	75
SPAC227.06	10
SPAC227.07c	202
SPAC227.08c	28
SPAC227.09	123
SPAC227.10	29
SPAC227.11c	31
SPAC227.12	3
SPAC227.13c	508
SPAC227.14	198
SPAC227.15	169
SPAC227.16c	105
SPAC227.17c	16
SPAC227.18	243
SPAC22A12.01c	690
SPAC22A12.03c	73
SPAC22A12.04c	22
SPAC22A12.05	74
SPAC22A12.06c	171
SPAC22A12.07c	119
SPAC22A12.08c	83
SPAC22A12.09c	293
SPAC22A12.10	51
SPAC22A12.11	145
SPAC22A12.12c	9
SPAC22A12.13	30
SPAC22A12.14c	93
SPAC22A12.15c	182
SPAC22A12.16	38
SPAC22A12.17c	159
SPAC22E12.01	138
SPAC22E12.02	194
SPAC22E12.03c	99
SPAC22E12.04	103
SPAC22E12.05c	43
SPAC22E12.06c	415
SPAC22E12.07	13
SPAC22E12.08	41
SPAC22E12.09c	11
SPAC22E12.10c	49
SPAC22E12.11c	263
SPAC22E12.13c	50
SPAC22E12.14c	495
SPAC22E12.16c	149
SPAC22E12.17c	52
SPAC22E12.18	17
SPAC22E12.19	87
SPAC22F3.03c	96
SPAC22F3.05c	5
SPAC22F3.06c	93
SPAC22F3.07c	59
SPAC22F3.08c	130
SPAC22F3.09c	58
SPAC22F3.10c	176
SPAC22F3.11c	111
SPAC22F3.12c	373
SPAC22F3.13	21
SPAC22F8.04	368
SPAC22F8.05	444
SPAC22F8.06	123
SPAC22F8.07c	199
SPAC22F8.08	160
SPAC22F8.09	57
SPAC22F8.10c	32
SPAC22F8.11	215
SPAC22F8.12c	141
SPAC22G7.01c	169
SPAC22G7.02	75
SPAC22G7.03	10
SPAC22G7.04	58
SPAC22G7.05	15
SPAC22G7.06c	80
SPAC22G7.07c	247
SPAC22G7.08	448
SPAC22G7.09c	195
SPAC22G7.10	33
SPAC22G7.11c	369
SPAC22H10.02	48
SPAC22H10.03c	167
SPAC22H10.04	298
SPAC22H10.05c	56
SPAC22H10.07	668
SPAC22H10.08	189
SPAC22H10.09	197
SPAC22H10.10	150
SPAC22H10.11c	37
SPAC22H10.12c	23
SPAC22H10.13	64
SPAC22H12.01c	64
SPAC22H12.02	367
SPAC22H12.03	107
SPAC22H12.04c	13
SPAC22H12.05c	17
SPAC23A1.02c	730
SPAC23A1.03	30
SPAC23A1.04c	206
SPAC23A1.05	140
SPAC23A1.06c	20
SPAC23A1.07	207
SPAC23A1.08c	31
SPAC23A1.09	152
SPAC23A1.10	70
SPAC23A1.11	8
SPAC23A1.12c	36
SPAC23A1.14c	253
SPAC23A1.15c	96
SPAC23A1.16c	28
SPAC23A1.17	179
SPAC23A1.18c	62
SPAC23A1.19c	33
SPAC23C11.01	224
SPAC23C11.02c	22
SPAC23C11.03	212
SPAC23C11.04c	29
SPAC23C11.05	27
SPAC23C11.06c	151
SPAC23C11.09	16
SPAC23C11.11	117
SPAC23C11.12	168
SPAC23C11.13c	61
SPAC23C11.14	505
SPAC23C11.15	86
SPAC23C11.16	9
SPAC23C11.17	29
SPAC23C4.02	77
SPAC23C4.05c	27
SPAC23C4.06c	153
SPAC23C4.07	25
SPAC23C4.08	86
SPAC23C4.09c	95
SPAC23C4.10	85
SPAC23C4.11	53
SPAC23C4.12	37
SPAC23C4.13	60
SPAC23C4.14	134
SPAC23C4.15	116
SPAC23C4.16c	144
SPAC23C4.17	43
SPAC23C4.18c	51
SPAC23C4.19	123
SPAC23D3.01	167
SPAC23D3.02	71
SPAC23D3.03c	493
SPAC23D3.04c	319
SPAC23D3.05c	464
SPAC23D3.06c	229
SPAC23D3.07	50
SPAC23D3.08	14
SPAC23D3.09	84
SPAC23D3.10c	369
SPAC23D3.11	37
SPAC23D3.12	433
SPAC23D3.16	53
SPAC23D3.17	140
SPAC23E2.01	1348
SPAC23E2.03c	642
SPAC23G3.01	40
SPAC23G3.02c	157
SPAC23G3.03	160
SPAC23G3.04	248
SPAC23G3.05c	126
SPAC23G3.06	59
SPAC23G3.07c	279
SPAC23G3.08c	568
SPAC23G3.09	62
SPAC23G3.10c	80
SPAC23G3.11	13
SPAC23G3.12c	8
SPAC23H3.02c	13
SPAC23H3.03c	136
SPAC23H3.05c	255
SPAC23H3.06	161
SPAC23H3.07c	40
SPAC23H3.08c	63
SPAC23H3.09c	503
SPAC23H3.10	170
SPAC23H3.12c	89
SPAC23H3.13c	924
SPAC23H3.14	198
SPAC23H3.15c	68
SPAC23H4.01c	101
SPAC23H4.02	60
SPAC23H4.03c	73
SPAC23H4.04	74
SPAC23H4.06	493
SPAC23H4.07c	21
SPAC23H4.08	85
SPAC23H4.09	12
SPAC23H4.10c	167
SPAC23H4.11c	343
SPAC23H4.12	26
SPAC23H4.13c	102
SPAC23H4.14	142
SPAC23H4.15	241
SPAC23H4.16c	7
SPAC23H4.17c	147
SPAC23H4.18c	65
SPAC24B11.05	817
SPAC24B11.06c	223
SPAC24B11.07c	392
SPAC24B11.08c	317
SPAC24B11.09	486
SPAC24B11.10c	94
SPAC24B11.11c	101
SPAC24B11.12c	553
SPAC24B11.13	461
SPAC24C9.02c	10
SPAC24C9.03	171
SPAC24C9.04	287
SPAC24C9.05c	73
SPAC24C9.06c	56
SPAC24C9.08	278
SPAC24C9.09	80
SPAC24C9.10c	57
SPAC24C9.11	149
SPAC24C9.12c	82
SPAC24C9.13c	179
SPAC24C9.14	85
SPAC24H6.01c	36
SPAC24H6.02c	44
SPAC24H6.03	99
SPAC24H6.04	283
SPAC24H6.05	733
SPAC24H6.06	28
SPAC24H6.07	9
SPAC24H6.08	139
SPAC24H6.09	91
SPAC24H6.10c	30
SPAC24H6.11c	350
SPAC24H6.12c	223
SPAC24H6.13	220
SPAC25A8.01c	756
SPAC25A8.02	453
SPAC25A8.03c	233
SPAC25B8.01	13
SPAC25B8.02	34
SPAC25B8.03	977
SPAC25B8.04c	164
SPAC25B8.05	81
SPAC25B8.06c	131
SPAC25B8.07c	61
SPAC25B8.08	38
SPAC25B8.09	190
SPAC25B8.10	52
SPAC25B8.11	384
SPAC25B8.12c	312
SPAC25B8.13c	1285
SPAC25B8.14	241
SPAC25B8.15c	60
SPAC25B8.16	233
SPAC25B8.17	92
SPAC25B8.19c	1003
SPAC25B8.20	163
SPAC25G10.01	225
SPAC25G10.03	188
SPAC25G10.04c	116
SPAC25G10.05c	40
SPAC25G10.06	35
SPAC25G10.07c	361
SPAC25G10.08	18
SPAC25G10.09c	102
SPAC25H1.02	113
SPAC25H1.03	80
SPAC25H1.04	10
SPAC25H1.05	18
SPAC25H1.06	169
SPAC25H1.07	35
SPAC25H1.08c	36
SPAC25H1.09	19
SPAC25H1.10c	46
SPAC26A3.01	115
SPAC26A3.02	110
SPAC26A3.03c	367
SPAC26A3.04	17
SPAC26A3.05	46
SPAC26A3.06	52
SPAC26A3.07c	26
SPAC26A3.08	49
SPAC26A3.10	147
SPAC26A3.11	55
SPAC26A3.12c	111
SPAC26A3.14c	69
SPAC26A3.15c	33
SPAC26A3.16	16
SPAC26A3.17c	17
SPAC26F1.01	451
SPAC26F1.02	19
SPAC26F1.03	180
SPAC26F1.04c	36
SPAC26F1.05	89
SPAC26F1.06	47
SPAC26F1.07	223
SPAC26F1.08c	460
SPAC26F1.09	184
SPAC26F1.12c	68
SPAC26F1.13c	111
SPAC26F1.14c	90
SPAC26H5.02c	235
SPAC26H5.03	25
SPAC26H5.04	176
SPAC26H5.05	129
SPAC26H5.06	305
SPAC26H5.07c	17
SPAC26H5.08c	330
SPAC26H5.09c	148
SPAC26H5.10c	124
SPAC26H5.11	439
SPAC26H5.12	72
SPAC26H5.13c	504
SPAC27D7.02c	120
SPAC27D7.03c	1733
SPAC27D7.04	94
SPAC27D7.05c	211
SPAC27D7.06	24
SPAC27D7.07c	24
SPAC27D7.08c	130
SPAC27D7.11c	213
SPAC27D7.12c	139
SPAC27D7.13c	50
SPAC27D7.14c	105
SPAC27E2.01	184
SPAC27E2.02	229
SPAC27E2.03c	185
SPAC27E2.06c	191
SPAC27E2.07	207
SPAC27E2.09	95
SPAC27E2.10c	50
SPAC27E2.11c	107
SPAC27E2.14	162
SPAC27F1.02c	31
SPAC27F1.03c	51
SPAC27F1.04c	16
SPAC27F1.05c	169
SPAC27F1.06c	97
SPAC27F1.07	142
SPAC27F1.08	379
SPAC27F1.09c	17
SPAC29A4.02c	15
SPAC29A4.04c	67
SPAC29A4.05	167
SPAC29A4.06c	129
