# Run started 2023-05-03 16:32:52.527749
# Command: count_fasta_length.py Schizosaccharomyces_pombe_cds.fa Schizosaccharomyces_pombe_cds_length.tsv
# Parameters:
#	in_file: Schizosaccharomyces_pombe_cds.fa
#	out_file: Schizosaccharomyces_pombe_cds_length.tsv
ORF	Length
SPAC12B10.12c	1917
SPAC12B10.13	723
SPAC12B10.14c	1998
SPAC12B10.15c	444
SPAC12B10.16c	1530
SPAC12G12.01c	2718
SPAC12G12.02	552
SPAC12G12.03	1731
SPAC12G12.04	1749
SPAC12G12.05c	492
SPAC12G12.06c	1092
SPAC12G12.07c	1239
SPAC12G12.08	642
SPAC12G12.09	2934
SPAC12G12.10	1263
SPAC12G12.11c	1098
SPAC12G12.12	975
SPAC12G12.13c	2055
SPAC12G12.14c	1530
SPAC12G12.15	1419
SPAC12G12.16c	1491
SPAC12G12.17	177
SPAC1327.01c	2934
SPAC139.01c	2409
SPAC139.02c	963
SPAC139.03	1878
SPAC139.04c	1302
SPAC139.05	1482
SPAC139.06	1137
SPAC1399.01c	1806
SPAC1399.02	1770
SPAC1399.03	1746
SPAC1399.04c	663
SPAC1399.05c	1590
SPAC1399.06	375
SPAC13A11.01c	2334
SPAC13A11.02c	1488
SPAC13A11.03	633
SPAC13A11.04c	1350
SPAC13A11.05	1542
SPAC13A11.06	1716
SPAC13C5.01c	747
SPAC13C5.02	1236
SPAC13C5.03	1632
SPAC13C5.04	747
SPAC13C5.05c	1557
SPAC13C5.06c	534
SPAC13C5.07	1950
SPAC13D1.01c	4002
SPAC13D6.01	1296
SPAC13D6.02c	540
SPAC13D6.03c	687
SPAC13D6.04c	1572
SPAC13D6.05	705
SPAC13F5.01c	2826
SPAC13F5.02c	1182
SPAC13F5.03c	1353
SPAC13F5.04c	1170
SPAC13F5.05	1092
SPAC13F5.06c	2436
SPAC13F5.07c	498
SPAC13G6.01c	3402
SPAC13G6.02c	759
SPAC13G6.03	2277
SPAC13G6.04	264
SPAC13G6.05c	762
SPAC13G6.06c	3096
SPAC13G6.07c	720
SPAC13G6.08	1608
SPAC13G6.09	825
SPAC13G6.10c	1593
SPAC13G6.11c	1215
SPAC13G6.12c	2580
SPAC13G6.13	348
SPAC13G6.14	633
SPAC13G6.15c	492
SPAC13G7.01c	2166
SPAC13G7.02c	1935
SPAC13G7.03	837
SPAC13G7.04c	2271
SPAC13G7.05	1614
SPAC13G7.06	801
SPAC13G7.07	966
SPAC13G7.08c	1341
SPAC13G7.09c	408
SPAC13G7.10	1173
SPAC13G7.11	810
SPAC13G7.12c	1371
SPAC13G7.13c	1602
SPAC140.01	828
SPAC140.02	1503
SPAC140.03	1200
SPAC140.04	888
SPAC1420.01c	1743
SPAC1420.02c	1641
SPAC1420.03	1332
SPAC1420.04c	2262
SPAC144.01	339
SPAC144.02	750
SPAC144.03	1305
SPAC144.04c	1299
SPAC144.05	4128
SPAC144.06	2478
SPAC144.07c	948
SPAC144.08	678
SPAC144.09c	1125
SPAC144.10c	1380
SPAC144.11	459
SPAC144.12	825
SPAC144.13c	1671
SPAC144.14	1536
SPAC144.15c	2106
SPAC144.16	540
SPAC144.17c	1350
SPAC144.18	1038
SPAC144.19	261
SPAC1486.01	657
SPAC1486.02c	1119
SPAC1486.03c	2394
SPAC1486.04c	5184
SPAC1486.05	5424
SPAC1486.06	1233
SPAC1486.07c	435
SPAC1486.08	342
SPAC1486.09	1167
SPAC1486.10	2328
SPAC1486.11	315
SPAC14C4.01c	735
SPAC14C4.02c	3231
SPAC14C4.03	1338
SPAC14C4.04	804
SPAC14C4.05c	2535
SPAC14C4.06c	924
SPAC14C4.07	1935
SPAC14C4.08	558
SPAC14C4.09	1275
SPAC14C4.10c	990
SPAC14C4.11	2205
SPAC14C4.12c	894
SPAC14C4.13	1821
SPAC14C4.14	1611
SPAC14C4.15c	2562
SPAC14C4.16	261
SPAC1527.01	7194
SPAC1527.02	606
SPAC1527.03	1428
SPAC1556.01c	3858
SPAC1556.02c	1926
SPAC1556.03	900
SPAC1556.04c	402
SPAC1556.05c	336
SPAC1556.06	2331
SPAC1556.07	774
SPAC1556.08c	1005
SPAC1565.01	729
SPAC1565.02c	1125
SPAC1565.03	501
SPAC1565.04c	795
SPAC1565.05	2322
SPAC1565.06c	597
SPAC1565.07c	3663
SPAC1565.08	2430
SPAC15A10.01	2082
SPAC15A10.02	1353
SPAC15A10.03c	2559
SPAC15A10.04c	1380
SPAC15A10.05c	729
SPAC15A10.06	1704
SPAC15A10.07	489
SPAC15A10.08	1866
SPAC15A10.09c	867
SPAC15A10.10	2103
SPAC15A10.11	6159
SPAC15A10.12c	447
SPAC15A10.13	1914
SPAC15A10.15	1944
SPAC15A10.16	4158
SPAC15A10.17	261
SPAC15E1.02c	447
SPAC15E1.03	321
SPAC15E1.04	1878
SPAC15E1.05c	1098
SPAC15E1.06	564
SPAC15E1.07c	519
SPAC15E1.08	534
SPAC15E1.09	333
SPAC15E1.10	798
SPAC15F9.01c	684
SPAC15F9.02	1020
SPAC15F9.03c	372
SPAC16.01	603
SPAC16.02c	1098
SPAC16.03c	1014
SPAC16.04	1854
SPAC16.05c	1329
SPAC1610.01	654
SPAC1610.02c	762
SPAC1610.03c	2133
SPAC1610.04	1581
SPAC1635.01	849
SPAC1639.01c	1098
SPAC1639.02c	2658
SPAC167.01	3219
SPAC167.02	936
SPAC167.03c	1950
SPAC167.04	594
SPAC167.05	1806
SPAC167.06c	366
SPAC167.07c	3090
SPAC167.08	4002
SPAC167.09	537
SPAC1687.01	378
SPAC1687.02	816
SPAC1687.03c	1029
SPAC1687.04	1506
SPAC1687.05	2184
SPAC1687.06c	405
SPAC1687.07	375
SPAC1687.08	291
SPAC1687.09	4140
SPAC1687.10	1986
SPAC1687.11	2409
SPAC1687.12c	819
SPAC1687.13c	900
SPAC1687.14c	231
SPAC1687.15	1164
SPAC1687.16c	903
SPAC1687.17c	573
SPAC1687.18c	1680
SPAC1687.19c	1215
SPAC1687.20c	2019
SPAC1687.21	630
SPAC1687.22c	2199
SPAC1687.23c	315
SPAC16A10.01	2493
SPAC16A10.02	411
SPAC16A10.03c	2544
SPAC16A10.04	612
SPAC16A10.05c	273
SPAC16A10.06c	753
SPAC16A10.07c	1992
SPAC16A10.08c	858
SPAC16C9.01c	1086
SPAC16C9.02c	924
SPAC16C9.03	1497
SPAC16C9.04c	1470
SPAC16C9.05	1215
SPAC16C9.06c	2778
SPAC16C9.07	2511
SPAC16E8.01	4263
SPAC16E8.02	669
SPAC16E8.03	336
SPAC16E8.04c	756
SPAC16E8.05c	630
SPAC16E8.06c	1317
SPAC16E8.07c	2496
SPAC16E8.08	810
SPAC16E8.09	2619
SPAC16E8.10c	780
SPAC16E8.11c	1602
SPAC16E8.12c	636
SPAC16E8.13	1644
SPAC16E8.14c	660
SPAC16E8.15	657
SPAC16E8.16	1023
SPAC16E8.17c	996
SPAC16E8.18	324
SPAC16E8.18c	471
SPAC1705.02	192
SPAC1705.03c	1266
SPAC1751.01c	2163
SPAC1751.02c	282
SPAC1751.03	1209
SPAC1751.04	312
SPAC1782.01	5040
SPAC1782.02c	486
SPAC1782.03	1068
SPAC1782.04	528
SPAC1782.05	1059
SPAC1782.06c	849
SPAC1782.07	279
SPAC1782.08c	1623
SPAC1782.09c	1614
SPAC1782.10c	465
SPAC1782.11	609
SPAC1782.12c	357
SPAC1783.01	1752
SPAC1783.02c	903
SPAC1783.03	1056
SPAC1783.04c	1248
SPAC1783.05	4122
SPAC1783.06c	399
SPAC1783.07c	1659
SPAC1783.08c	606
SPAC1786.01c	1893
SPAC1786.02	1935
SPAC1786.03	1806
SPAC1786.04	336
SPAC17A2.01	1581
SPAC17A2.02c	873
SPAC17A2.03c	1032
SPAC17A2.04c	1077
SPAC17A2.05	1542
SPAC17A2.06c	3819
SPAC17A2.07c	534
SPAC17A2.08c	1086
SPAC17A2.09c	1899
SPAC17A2.10c	693
SPAC17A2.11	654
SPAC17A2.12	2694
SPAC17A2.13c	813
SPAC17A2.14	1854
SPAC17A5.01	2847
SPAC17A5.02c	1392
SPAC17A5.03	1167
SPAC17A5.04c	1539
SPAC17A5.05c	744
SPAC17A5.06	2415
SPAC17A5.07c	1917
SPAC17A5.08	633
SPAC17A5.09c	933
SPAC17A5.10	675
SPAC17A5.11	1038
SPAC17A5.12	2094
SPAC17A5.13	708
SPAC17A5.14	3987
SPAC17A5.15c	2151
SPAC17A5.16	2778
SPAC17A5.18c	453
SPAC17A5.19	279
SPAC17C9.01c	1998
SPAC17C9.02c	777
SPAC17C9.03	4212
SPAC17C9.05c	822
SPAC17C9.06	1428
SPAC17C9.07	1506
SPAC17C9.08	969
SPAC17C9.09c	288
SPAC17C9.10	816
SPAC17C9.11c	723
SPAC17C9.12	960
SPAC17C9.13c	789
SPAC17C9.14	699
SPAC17C9.15c	285
SPAC17C9.16c	1596
SPAC17D4.01	927
SPAC17D4.02	1917
SPAC17D4.03c	2199
SPAC17D4.04	2067
SPAC17G6.02c	975
SPAC17G6.03	1908
SPAC17G6.04c	1149
SPAC17G6.05c	2328
SPAC17G6.06	405
SPAC17G6.07c	669
SPAC17G6.08	1611
SPAC17G6.09	822
SPAC17G6.10	1584
SPAC17G6.11c	1911
SPAC17G6.12	2304
SPAC17G6.13	1302
SPAC17G6.14c	1305
SPAC17G6.15c	969
SPAC17G6.16c	2274
SPAC17G6.17	1209
SPAC17G8.01c	2412
SPAC17G8.02	993
SPAC17G8.03c	600
SPAC17G8.04c	459
SPAC17G8.05	582
SPAC17G8.06c	1797
SPAC17G8.07	654
SPAC17G8.08c	864
SPAC17G8.09	399
SPAC17G8.10c	804
SPAC17G8.11c	1071
SPAC17G8.12	1827
SPAC17G8.13c	1224
SPAC17G8.14c	2967
SPAC17G8.15	222
SPAC17H9.01	3609
SPAC17H9.02	3093
SPAC17H9.03c	693
SPAC17H9.04c	1791
SPAC17H9.05	1002
SPAC17H9.06c	1806
SPAC17H9.07	363
SPAC17H9.08	981
SPAC17H9.09c	660
SPAC17H9.10c	3219
SPAC17H9.11	426
SPAC17H9.12c	801
SPAC17H9.13c	1209
SPAC17H9.14c	1080
SPAC17H9.16	435
SPAC17H9.17c	1113
SPAC17H9.18c	318
SPAC17H9.19c	1473
SPAC17H9.20	2889
SPAC1805.01c	2328
SPAC1805.02c	765
SPAC1805.03c	1107
SPAC1805.04	3489
SPAC1805.05	1320
SPAC1805.06c	990
SPAC1805.07c	285
SPAC1805.08	336
SPAC1805.09c	1023
SPAC1805.10	1584
SPAC1805.11c	360
SPAC1805.12c	387
SPAC1805.13	405
SPAC1805.14	1359
SPAC1805.15c	2016
SPAC1805.16c	948
SPAC1805.17	3237
SPAC1805.18	288
SPAC1834.01	1302
SPAC1834.02	4722
SPAC1834.03c	312
SPAC1834.04	411
SPAC1834.05	1734
SPAC1834.06c	990
SPAC1834.07	1665
SPAC1834.08	4920
SPAC1834.09	921
SPAC1834.10c	537
SPAC1834.11c	2379
SPAC1834.13	237
SPAC1851.02	840
SPAC1851.03	696
SPAC1851.04c	3159
SPAC186.01	981
SPAC186.02c	999
SPAC186.03	1083
SPAC186.04c	528
SPAC186.05c	789
SPAC186.06	555
SPAC186.07c	999
SPAC186.08c	993
SPAC186.09	1719
SPAC18B11.02c	1185
SPAC18B11.03c	1344
SPAC18B11.04	573
SPAC18B11.05	1395
SPAC18B11.06	984
SPAC18B11.07c	456
SPAC18B11.08c	288
SPAC18B11.09c	624
SPAC18B11.10	1845
SPAC18B11.11	3885
SPAC18G6.01c	780
SPAC18G6.02c	2883
SPAC18G6.03	645
SPAC18G6.04c	1467
SPAC18G6.05c	8013
SPAC18G6.06	750
SPAC18G6.07c	1080
SPAC18G6.09c	939
SPAC18G6.10	2067
SPAC18G6.11c	1800
SPAC18G6.12c	930
SPAC18G6.13	345
SPAC18G6.14c	588
SPAC18G6.15	927
SPAC1952.01	1227
SPAC1952.02	609
SPAC1952.03	903
SPAC1952.04c	414
SPAC1952.05	1365
SPAC1952.06c	1695
SPAC1952.07	972
SPAC1952.08c	573
SPAC1952.09c	1566
SPAC1952.10c	1086
SPAC1952.11c	2508
SPAC1952.12c	618
SPAC1952.13	1971
SPAC1952.14c	438
SPAC1952.15c	1002
SPAC1952.16	2013
SPAC1952.17c	1860
SPAC19A8.01c	3249
SPAC19A8.02	3642
SPAC19A8.03	1680
SPAC19A8.04	1632
SPAC19A8.05c	1833
SPAC19A8.06	1131
SPAC19A8.07c	870
SPAC19A8.08	3150
SPAC19A8.09	246
SPAC19A8.10	765
SPAC19A8.11c	741
SPAC19A8.12	2226
SPAC19A8.13	786
SPAC19A8.14	618
SPAC19A8.15	2094
SPAC19A8.16	198
SPAC19B12.01	2454
SPAC19B12.02c	1629
SPAC19B12.03	5481
SPAC19B12.04	186
SPAC19B12.05c	2172
SPAC19B12.06c	777
SPAC19B12.07c	960
SPAC19B12.08	963
SPAC19B12.09	321
SPAC19B12.10	1308
SPAC19B12.11c	375
SPAC19B12.12c	708
SPAC19B12.13	2262
SPAC19D5.01	2136
SPAC19D5.02c	672
SPAC19D5.03	1218
SPAC19D5.04	9684
SPAC19D5.05c	552
SPAC19D5.06c	1059
SPAC19D5.07	1425
SPAC19D5.09c	4002
SPAC19D5.10c	264
SPAC19D5.11c	330
SPAC19E9.01c	1116
SPAC19E9.02	2169
SPAC19E9.03	1236
SPAC19G12.01c	2160
SPAC19G12.02c	2385
SPAC19G12.03	963
SPAC19G12.04	576
SPAC19G12.05	876
SPAC19G12.06c	396
SPAC19G12.07c	1812
SPAC19G12.08	1044
SPAC19G12.09	855
SPAC19G12.10c	3009
SPAC19G12.11	753
SPAC19G12.12	885
SPAC19G12.13c	750
SPAC19G12.14	2229
SPAC19G12.15c	2454
SPAC19G12.16c	2013
SPAC19G12.17	315
SPAC1A6.01c	1368
SPAC1A6.02	1086
SPAC1A6.03c	1989
SPAC1A6.04c	1842
SPAC1A6.05c	1452
SPAC1A6.06c	558
SPAC1A6.07	1911
SPAC1A6.08c	858
SPAC1A6.09c	1173
SPAC1A6.10	1407
SPAC1A6.11	321
SPAC1B1.01	1437
SPAC1B1.02c	1614
SPAC1B1.03c	2592
SPAC1B1.04c	2046
SPAC1B2.02c	1266
SPAC1B2.03c	984
SPAC1B2.04	423
SPAC1B2.05	2163
SPAC1B2.06	255
SPAC1B3.01c	660
SPAC1B3.02c	324
SPAC1B3.03c	1071
SPAC1B3.04c	1959
SPAC1B3.05	1923
SPAC1B3.06c	837
SPAC1B3.07c	747
SPAC1B3.08	1272
SPAC1B3.09c	1587
SPAC1B3.10c	1995
SPAC1B3.11c	705
SPAC1B3.12c	216
SPAC1B3.13	2421
SPAC1B3.14	486
SPAC1B3.15c	1887
SPAC1B3.16c	1707
SPAC1B3.17	1614
SPAC1B3.18c	534
SPAC1B3.20	237
SPAC1B3.21	210
SPAC1B9.02c	2091
SPAC1B9.03c	1170
SPAC1D4.01	765
SPAC1D4.02c	1038
SPAC1D4.03c	1542
SPAC1D4.04	1584
SPAC1D4.05c	1164
SPAC1D4.06c	921
SPAC1D4.08	714
SPAC1D4.09c	723
SPAC1D4.10	2430
SPAC1D4.11c	2073
SPAC1D4.12	2319
SPAC1D4.13	1023
SPAC1D4.14	4887
SPAC1F12.02c	507
SPAC1F12.04c	576
SPAC1F12.05	1134
SPAC1F12.06c	759
SPAC1F12.07	1170
SPAC1F12.08	951
SPAC1F12.09	1530
SPAC1F12.10c	444
SPAC1F3.01	2334
SPAC1F3.02c	3351
SPAC1F3.03	3015
SPAC1F3.04c	867
SPAC1F3.05	1533
SPAC1F3.06c	5874
SPAC1F3.07c	1212
SPAC1F3.08c	327
SPAC1F3.09	1686
SPAC1F3.10c	2289
SPAC1F5.02	1479
SPAC1F5.03c	1149
SPAC1F5.04c	5526
SPAC1F5.05c	456
SPAC1F5.06	2547
SPAC1F5.07c	1473
SPAC1F5.08c	1461
SPAC1F5.09c	1770
SPAC1F5.10	1185
SPAC1F5.11c	10968
SPAC1F7.01c	4098
SPAC1F7.02c	1737
SPAC1F7.03	2133
SPAC1F7.04	609
SPAC1F7.05	2436
SPAC1F7.06	756
SPAC1F7.07c	1194
SPAC1F7.08	1869
SPAC1F7.09c	1029
SPAC1F7.10	717
SPAC1F7.11c	2349
SPAC1F7.12	1023
SPAC1F7.13c	762
SPAC1F7.14c	246
SPAC1F8.01	1668
SPAC1F8.02c	681
SPAC1F8.03c	1893
SPAC1F8.04c	1392
SPAC1F8.05	549
SPAC1F8.06	1158
SPAC1F8.07c	1707
SPAC1F8.08	363
SPAC20G4.01	843
SPAC20G4.02c	4119
SPAC20G4.03c	2115
SPAC20G4.04c	864
SPAC20G4.05c	1707
SPAC20G4.06c	414
SPAC20G4.07c	1362
SPAC20G4.08	3231
SPAC20G4.09	75
SPAC20G8.01	2307
SPAC20G8.02	2274
SPAC20G8.03	1674
SPAC20G8.04c	1899
SPAC20G8.05c	2784
SPAC20G8.06	6303
SPAC20G8.07c	660
SPAC20G8.08c	2835
SPAC20G8.09c	3102
SPAC20G8.10c	1395
SPAC20H4.01	2001
SPAC20H4.02	753
SPAC20H4.03c	882
SPAC20H4.04	2352
SPAC20H4.05c	687
SPAC20H4.06c	1605
SPAC20H4.07	1065
SPAC20H4.08	813
SPAC20H4.09	1944
SPAC20H4.10	3033
SPAC20H4.11c	603
SPAC212.01c	843
SPAC212.02	411
SPAC212.03	390
SPAC212.04c	867
SPAC212.05c	192
SPAC212.06c	444
SPAC212.07c	891
SPAC212.08c	837
SPAC212.09c	1656
SPAC212.10	606
SPAC212.11	5662
SPAC212.12	372
SPAC21E11.03c	516
SPAC21E11.04	630
SPAC21E11.05c	1551
SPAC21E11.06	1404
SPAC21E11.07	978
SPAC21E11.08	1812
SPAC222.03c	270
SPAC222.04c	354
SPAC222.05c	1491
SPAC222.06	909
SPAC222.07c	1920
SPAC222.08c	705
SPAC222.09	1863
SPAC222.10c	1998
SPAC222.11	939
SPAC222.12c	1578
SPAC222.13c	1779
SPAC222.14c	2289
SPAC222.15	651
SPAC222.16c	1017
SPAC222.17	270
SPAC222.18	336
SPAC222.19	354
SPAC227.01c	1122
SPAC227.02c	618
SPAC227.03c	1116
SPAC227.04	540
SPAC227.05	372
SPAC227.06	750
SPAC227.07c	1392
SPAC227.08c	513
SPAC227.09	1254
SPAC227.10	345
SPAC227.11c	867
SPAC227.12	1389
SPAC227.13c	579
SPAC227.14	708
SPAC227.15	2622
SPAC227.16c	501
SPAC227.17c	366
SPAC227.18	1107
SPAC227.19c	252
SPAC22A12.01c	1683
SPAC22A12.02c	375
SPAC22A12.03c	1134
SPAC22A12.04c	393
SPAC22A12.05	330
SPAC22A12.06c	1290
SPAC22A12.07c	2682
SPAC22A12.08c	1788
SPAC22A12.09c	1446
SPAC22A12.10	1161
SPAC22A12.11	1743
SPAC22A12.12c	723
SPAC22A12.13	588
SPAC22A12.14c	1044
SPAC22A12.15c	1992
SPAC22A12.16	1479
SPAC22A12.17c	786
SPAC22E12.01	1125
SPAC22E12.02	660
SPAC22E12.03c	576
SPAC22E12.04	894
SPAC22E12.05c	555
SPAC22E12.06c	999
SPAC22E12.07	1161
SPAC22E12.08	294
SPAC22E12.09c	2130
SPAC22E12.10c	1851
SPAC22E12.11c	2580
SPAC22E12.13c	579
SPAC22E12.14c	1941
SPAC22E12.16c	2556
SPAC22E12.17c	1452
SPAC22E12.18	1011
SPAC22E12.19	1986
SPAC22F3.02	630
SPAC22F3.03c	2436
SPAC22F3.04	4464
SPAC22F3.05c	561
SPAC22F3.06c	3204
SPAC22F3.07c	357
SPAC22F3.08c	1446
SPAC22F3.09c	1974
SPAC22F3.10c	2010
SPAC22F3.11c	522
SPAC22F3.12c	1446
SPAC22F3.13	2700
SPAC22F3.15	372
SPAC22F8.02c	1119
SPAC22F8.03c	402
SPAC22F8.04	1152
SPAC22F8.05	2676
SPAC22F8.06	678
SPAC22F8.07c	1401
SPAC22F8.08	2781
SPAC22F8.09	1260
SPAC22F8.10c	1758
SPAC22F8.11	2700
SPAC22F8.12c	498
SPAC22G7.01c	1797
SPAC22G7.02	2973
SPAC22G7.03	711
SPAC22G7.04	3267
SPAC22G7.05	1797
SPAC22G7.06c	6735
SPAC22G7.07c	1260
SPAC22G7.08	1542
SPAC22G7.09c	1278
SPAC22G7.10	1035
SPAC22G7.11c	423
SPAC22H10.02	417
SPAC22H10.03c	2982
SPAC22H10.04	924
SPAC22H10.05c	1371
SPAC22H10.06c	282
SPAC22H10.07	1611
SPAC22H10.08	1479
SPAC22H10.09	1941
SPAC22H10.10	1536
SPAC22H10.11c	1890
SPAC22H10.12c	1323
SPAC22H10.13	153
SPAC22H12.01c	705
SPAC22H12.02	726
SPAC22H12.03	813
SPAC22H12.04c	759
SPAC22H12.05c	2187
SPAC23A1.02c	1293
SPAC23A1.03	567
SPAC23A1.04c	2364
SPAC23A1.05	306
SPAC23A1.06c	1515
SPAC23A1.07	756
SPAC23A1.08c	339
SPAC23A1.09	366
SPAC23A1.10	1383
SPAC23A1.11	594
SPAC23A1.12c	1770
SPAC23A1.14c	1197
SPAC23A1.15c	681
SPAC23A1.16c	594
SPAC23A1.17	4836
SPAC23A1.18c	912
SPAC23A1.19c	3192
SPAC23A1.20	519
SPAC23C11.01	1326
SPAC23C11.02c	432
SPAC23C11.03	1797
SPAC23C11.04c	1227
SPAC23C11.05	870
SPAC23C11.06c	1608
SPAC23C11.07	333
SPAC23C11.08	351
SPAC23C11.09	2880
SPAC23C11.10	798
SPAC23C11.11	999
SPAC23C11.12	243
SPAC23C11.13c	621
SPAC23C11.14	1164
SPAC23C11.15	3228
SPAC23C11.16	2052
SPAC23C11.17	1422
SPAC23C4.02	1806
SPAC23C4.03	1467
SPAC23C4.04c	423
SPAC23C4.05c	1296
SPAC23C4.06c	984
SPAC23C4.07	606
SPAC23C4.08	618
SPAC23C4.09c	396
SPAC23C4.10	1584
SPAC23C4.11	183
SPAC23C4.12	1203
SPAC23C4.13	354
SPAC23C4.14	1275
SPAC23C4.15	633
SPAC23C4.16c	1275
SPAC23C4.17	2058
SPAC23C4.18c	1947
SPAC23C4.19	2973
SPAC23D3.01	1224
SPAC23D3.02	1023
SPAC23D3.03c	1419
SPAC23D3.04c	1122
SPAC23D3.05c	1023
SPAC23D3.06c	3978
SPAC23D3.07	804
SPAC23D3.08	1014
SPAC23D3.09	1275
SPAC23D3.10c	2121
SPAC23D3.11	891
SPAC23D3.12	1680
SPAC23D3.13c	4851
SPAC23D3.14c	1746
SPAC23D3.16	246
SPAC23D3.17	237
SPAC23E2.01	1695
SPAC23E2.02	3708
SPAC23E2.03c	1710
SPAC23G3.01	3633
SPAC23G3.02c	14775
SPAC23G3.03	1296
SPAC23G3.04	585
SPAC23G3.05c	1032
SPAC23G3.06	1527
SPAC23G3.07c	825
SPAC23G3.08c	2628
SPAC23G3.09	1098
SPAC23G3.10c	1278
SPAC23G3.11	1266
SPAC23G3.12c	2991
SPAC23H3.02c	354
SPAC23H3.03c	1230
SPAC23H3.04	1062
SPAC23H3.05c	1197
SPAC23H3.06	2238
SPAC23H3.07c	318
SPAC23H3.08c	963
SPAC23H3.09c	1131
SPAC23H3.10	1512
SPAC23H3.11c	1890
SPAC23H3.12c	681
SPAC23H3.13c	1065
SPAC23H3.14	1410
SPAC23H3.15c	978
SPAC23H4.01c	2838
SPAC23H4.02	1599
SPAC23H4.03c	651
SPAC23H4.04	1248
